"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 14;  Democracy Status 16;  Trend Democracy;;  Economy Status 14;  Economy Status 16;  Trend Economy;;  Governance Index 14;  Governance Index 16;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Croatia;1;15;7,93;14;8,40;9,5;10;9;9;10;8,8;9;9;10;7;8,0;9;8;7;8;8,5;8;9;7,3;7;8;7;7;20;7,46;8,0;8;8,8;8;8;10;9;7,5;9;6;8,0;9;7;7,5;7;8;5,0;5;7,5;7;8;21;6,39;2,0;2;4;2;1;1;2,3;7,77;7,7;8;8;7;6,7;6;6;8;8,4;10;9;8;7;8;8,3;8;8;9;;;8,45;8,40;-0,05;�;7,89;7,46;-0,43;�;6,46;6,39;-0,06;�;;;9;9;10;7;9;8;10;0;Dem.;;;7,93;2;Advanced;8,40;1;Democracy in consolidation;7,46;2;Advanced;6,39;2;Good;2,0;5;Negligible;7,77;2;Sound
Cuba;2;103;4,15;101;3,68;9,5;10;9;10;9;2,0;1;1;3;3;3,3;2;2;5;4;1,0;1;1;2,7;1;3;n/a;4;90;4,61;6,0;6;2,3;3;2;3;1;4,5;4;5;2,5;3;2;6,0;6;6;5,0;5;6,0;5;7;91;4,12;4,3;6;7;2;4;2;4,6;4,72;4,7;5;4;5;5,0;4;6;5;3,2;2;1;6;3;4;6,0;6;5;7;;;3,62;3,68;0,07;�;4,64;4,61;-0,04;�;3,67;4,12;0,45;�;;;1;1;3;3;2;4;9,5;5;Aut.;;;4,15;4;Very limited;3,68;5;Hard-line autocracy;4,61;4;Very limited;4,12;4;Weak;4,3;4;Minor;4,72;4;Flawed
Czech Republic;1;3;9,40;5;9,45;10,0;10;10;10;10;9,8;10;10;10;9;9,3;10;9;8;10;9,5;9;10;8,8;8;10;9;8;2;9,36;10,0;10;10,0;10;10;10;10;9,5;10;9;10,0;10;10;9,5;10;9;8,0;8;8,5;8;9;12;6,85;1,1;1;1;1;1;1;1,4;8,55;7,7;8;7;8;7,7;8;7;8;9,2;10;10;8;9;9;9,7;10;9;10;;;9,60;9,45;-0,15;�;9,43;9,36;-0,07;�;6,57;6,85;0,28;�;;;10;10;10;9;10;10;10;0;Dem.;;;9,40;1;Highly advanced;9,45;1;Democracy in consolidation;9,36;1;Highly advanced;6,85;2;Good;1,1;5;Negligible;8,55;1;Excellent
Djibouti;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Dominican Republic;2;40;6,44;35;7,10;8,0;9;7;9;7;8,0;7;8;9;8;5,8;6;6;5;6;7,0;7;7;6,8;7;6;8;6;60;5,79;5,0;5;6,5;6;6;7;7;7,0;7;7;6,5;6;7;4,0;4;4;7,0;7;4,5;4;5;42;5,69;4,5;5;5;3;5;5;4,1;6,48;6,7;7;6;7;4,7;6;5;3;7,3;8;9;7;5;n/a;7,3;8;7;7;;;7,20;7,10;-0,10;�;5,50;5,79;0,29;�;5,41;5,69;0,28;�;;;7;8;9;8;6;6;8;0;Dem.;;;6,44;3;Limited;7,10;2;Defective democracy;5,79;3;Limited;5,69;2;Good;4,5;3;Moderate;6,48;2;Sound
Ecuador;2;65;5,55;69;5,45;7,8;8;8;8;7;6,3;6;9;6;4;4,5;4;4;4;6;4,5;4;5;4,3;4;4;5;4;66;5,64;5,0;5;5,5;4;5;7;6;6,5;7;6;5,0;5;5;5,5;5;6;7,0;7;5,0;5;5;80;4,48;5,1;6;6;4;5;5;4,9;5,02;5,0;5;6;4;5,0;5;6;4;4,8;4;7;4;4;n/a;5,3;6;4;6;;;5,70;5,45;-0,25;�;5,54;5,64;0,11;�;4,57;4,48;-0,09;�;;;6;9;6;4;4;6;7,5;0;Dem.;;;5,55;3;Limited;5,45;3;Highly defective democracy;5,64;3;Limited;4,48;3;Moderate;5,1;3;Moderate;5,02;3;Fair
Egypt;4;96;4,40;91;3,93;6,3;6;7;6;6;3,3;4;2;3;4;3,5;3;4;4;3;2,0;2;2;4,7;3;5;n/a;6;83;4,86;3,0;3;6,0;4;6;7;7;6,0;6;6;6,0;6;6;4,0;4;4;5,0;5;4,0;4;4;81;4,44;6,0;7;4;7;7;5;6,1;4,87;4,7;5;5;4;4,7;4;6;4;3,8;6;3;3;4;3;6,3;6;5;8;;;4,92;3,93;-0,98;�;4,71;4,86;0,14;�;4,52;4,44;-0,08;�;;;4;2;3;4;3;3;6;5;Aut.;;;4,40;4;Very limited;3,93;5;Hard-line autocracy;4,86;4;Very limited;4,44;3;Moderate;6,0;3;Moderate;4,87;4;Flawed
El Salvador;2;29;6,90;30;7,30;7,8;6;9;10;6;8,5;9;9;8;8;6,0;7;6;6;5;7,5;6;9;6,8;7;7;7;6;33;6,50;4,0;4;8,5;8;7;10;9;8,0;9;7;8,5;8;9;5,5;6;5;6,0;6;5,0;5;5;13;6,79;5,2;7;5;4;6;5;4,1;7,60;7,3;8;7;7;6,3;6;8;5;7,4;8;9;7;7;6;9,3;9;9;10;;;7,50;7,30;-0,20;�;6,89;6,50;-0,39;�;6,84;6,79;-0,05;�;;;9;9;8;8;7;5;6;0;Dem.;;;6,90;3;Limited;7,30;2;Defective democracy;6,50;3;Limited;6,79;2;Good;5,2;3;Moderate;7,60;2;Sound
Equatorial Guinea;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Eritrea;5;128;1,71;127;2,07;5,8;6;7;7;3;1,0;1;1;1;1;1,3;1;1;2;1;1,0;1;1;1,3;1;1;n/a;2;128;1,36;1,0;1;1,0;1;1;1;1;1,0;1;1;2,0;3;1;1,5;2;1;1,0;1;2,0;2;2;129;1,13;8,8;9;10;6;10;10;7,5;1,17;1,0;1;1;1;1,3;1;2;1;1,0;1;1;1;1;n/a;1,3;1;1;2;;;2,08;2,07;-0,02;�;1,43;1,36;-0,07;�;1,34;1,13;-0,21;�;;;1;1;1;1;1;1;4,5;6;Aut.;;;1,71;5;Failed;2,07;5;Hard-line autocracy;1,36;5;Rudimentary;1,13;5;Failed;8,8;1;Massive;1,17;5;Poor
Estonia;1;2;9,49;2;9,70;9,5;10;8;10;10;10,0;10;10;10;10;9,8;10;10;9;10;10,0;10;10;9,3;9;9;10;9;3;9,29;8,0;8;10,0;10;10;10;10;10,0;10;10;10,0;10;10;9,0;9;9;9,0;9;9,0;9;9;4;7,40;1,7;2;2;3;1;1;1,4;9,07;8,7;9;9;8;9,0;9;9;9;8,6;9;10;7;9;8;10,0;10;10;10;;;9,70;9,70;0,00;�;9,14;9,29;0,14;�;7,26;7,40;0,14;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,49;1;Highly advanced;9,70;1;Democracy in consolidation;9,29;1;Highly advanced;7,40;1;Very good;1,7;5;Negligible;9,07;1;Excellent
Eswatini;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Ethiopia;5;111;3,55;113;3,23;6,3;7;6;6;6;2,3;2;2;3;2;3,0;3;3;4;2;2,0;2;2;2,7;3;2;n/a;3;109;3,86;2,0;2;3,5;4;2;4;4;5,0;5;5;3,5;3;4;2,5;3;2;7,0;7;3,5;3;4;108;3,49;8,2;7;8;8;10;10;6,4;3,63;3,7;4;3;4;3,3;4;4;2;2,2;3;2;2;2;2;5,3;7;5;4;;;3,37;3,23;-0,13;�;4,07;3,86;-0,21;�;4,19;3,49;-0,70;�;;;2;2;3;2;3;2;6,5;6;Aut.;;;3,55;5;Failed;3,23;5;Hard-line autocracy;3,86;4;Very limited;3,49;4;Weak;8,2;2;Substantial;3,63;4;Flawed
Gabon;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Gambia;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Georgia;6;45;6,31;40;6,70;6,3;5;6;8;6;8,5;9;8;9;8;6,5;6;7;6;7;7,0;6;8;5,3;5;5;7;4;53;5,93;4,0;4;7,0;6;6;9;7;7,0;7;7;6,5;6;7;5,5;5;6;6,0;6;5,5;5;6;40;5,72;4,8;7;6;5;5;1;4,6;6,47;5,7;5;6;6;6,7;6;7;7;6,2;7;7;6;6;5;7,3;7;7;8;;;6,50;6,70;0,20;�;5,82;5,93;0,11;�;5,76;5,72;-0,05;�;;;9;8;9;8;6;7;5,5;0;Dem.;;;6,31;3;Limited;6,70;2;Defective democracy;5,93;3;Limited;5,72;2;Good;4,8;3;Moderate;6,47;2;Sound
Ghana;3;30;6,88;20;7,90;7,8;8;9;7;7;8,5;8;9;9;8;6,8;8;8;5;6;8,5;9;8;8,0;8;8;9;7;57;5,86;4,0;4;6,5;6;5;7;8;5,5;5;6;7,5;8;7;5,0;4;6;7,0;7;5,5;5;6;20;6,41;5,1;6;4;4;8;5;3,8;7,19;6,7;6;7;7;6,0;5;7;6;7,8;8;9;7;7;n/a;8,3;8;9;8;;;8,30;7,90;-0,40;�;6,43;5,86;-0,57;�;6,61;6,41;-0,21;�;;;8;9;9;8;8;6;7,5;0;Dem.;;;6,88;3;Limited;7,90;2;Defective democracy;5,86;3;Limited;6,41;2;Good;5,1;3;Moderate;7,19;2;Sound
Guatemala;2;76;5,13;76;5,15;6,3;4;6;10;5;5,3;6;4;5;6;4,5;5;5;4;4;5,5;5;6;4,3;4;5;4;4;78;5,11;3,0;3;5,8;4;4;9;6;7,0;7;7;5,5;5;6;4,0;4;4;7,0;7;3,5;3;4;77;4,62;6,3;7;6;6;6;7;5,6;5,03;4,3;5;4;4;4,3;4;5;4;4,8;6;4;4;5;5;6,7;6;6;8;;;5,20;5,15;-0,05;�;5,11;5,11;0,00;�;4,82;4,62;-0,20;�;;;6;4;5;6;5;4;4,5;0;Dem.;;;5,13;4;Very limited;5,15;3;Highly defective democracy;5,11;3;Limited;4,62;3;Moderate;6,3;3;Moderate;5,03;3;Fair
Guinea;3;80;5,08;63;5,80;7,3;7;8;9;5;6,0;6;6;6;6;4,8;5;5;4;5;5,0;5;5;6,0;6;6;7;5;99;4,36;1,0;1;5,0;4;5;6;5;6,5;6;7;6,0;5;7;4,0;3;5;5,0;5;3,0;4;2;36;5,83;7,7;8;6;7;10;10;5,;6,15;5,7;7;5;5;6,0;6;7;5;5,6;6;7;4;6;5;7,3;7;7;8;;;5,10;5,80;0,70;�;4,21;4,36;0,14;�;5,15;5,83;0,68;�;;;6;6;6;6;5;5;6;0;Dem.;;;5,08;4;Very limited;5,80;3;Highly defective democracy;4,36;4;Very limited;5,83;2;Good;7,7;2;Substantial;6,15;2;Sound
Guinea-Bissau;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Haiti;2;114;3,46;97;3,75;5,3;3;7;9;2;5,0;5;2;7;6;3,0;3;3;2;4;2,5;3;2;3,0;3;3;n/a;3;116;3,18;1,0;1;3,8;3;2;6;4;5,0;6;4;4,5;4;5;3,0;3;3;3,0;3;2,0;2;2;109;3,44;8,0;9;8;6;9;9;6,9;3,60;2,7;3;2;3;2,3;3;2;2;4,4;5;5;4;4;4;5,0;4;4;7;;;3,92;3,75;-0,17;�;3,25;3,18;-0,07;�;3,51;3,44;-0,08;�;;;5;2;7;6;3;4;2,5;4;Aut.;;;3,46;5;Failed;3,75;5;Hard-line autocracy;3,18;4;Very limited;3,44;4;Weak;8,0;2;Substantial;3,60;4;Flawed
Honduras;2;56;5,94;48;6,55;7,5;6;9;9;6;7,3;8;7;8;6;5,8;7;6;5;5;6,5;6;7;5,8;7;6;5;5;76;5,32;3,0;3;6,8;5;7;8;7;7,5;8;7;6,5;6;7;4,0;4;4;6,0;6;3,5;4;3;46;5,56;5,9;7;6;5;7;6;4,4;6,12;6,0;7;5;6;5,3;5;7;4;5,8;6;6;6;6;5;7,3;7;7;8;;;6,65;6,55;-0,10;�;5,25;5,32;0,07;�;5,50;5,56;0,06;�;;;8;7;8;6;7;5;6;0;Dem.;;;5,94;3;Limited;6,55;2;Defective democracy;5,32;3;Limited;5,56;3;Moderate;5,9;3;Moderate;6,12;2;Sound
Hungary;1;18;7,69;25;7,60;9,5;10;9;9;10;7,5;7;10;7;6;6,5;5;6;7;8;7,5;7;8;7,0;7;7;8;6;16;7,79;8,0;8;8,5;8;8;10;8;7,0;8;6;9,0;9;9;8,0;8;8;7,0;7;7,0;7;7;76;4,67;1,8;1;2;3;1;1;3,;5,70;5,3;6;6;4;5,7;5;6;6;5,8;7;7;6;5;4;6,0;7;5;6;;;7,95;7,60;-0,35;�;8,14;7,79;-0,36;�;4,96;4,67;-0,29;�;;;7;10;7;6;5;8;10;0;Dem.;;;7,69;2;Advanced;7,60;2;Defective democracy;7,79;2;Advanced;4,67;3;Moderate;1,8;5;Negligible;5,70;3;Fair
India;7;28;6,96;23;7,75;7,5;7;8;8;7;8,3;9;8;9;7;7,3;9;7;6;7;8,5;8;9;7,3;7;7;9;6;44;6,18;4,0;4;6,8;6;7;7;7;7,5;8;7;7,0;7;7;4,5;5;4;8,0;8;5,5;5;6;23;6,16;5,8;5;5;6;8;7;3,6;6,80;6,7;7;6;7;6,0;6;7;5;7,2;9;8;5;8;6;7,3;7;8;7;;;8,10;7,75;-0,35;�;6,29;6,18;-0,11;�;6,35;6,16;-0,19;�;;;9;8;9;7;9;7;7;0;Dem.;;;6,96;3;Limited;7,75;2;Defective democracy;6,18;3;Limited;6,16;2;Good;5,8;3;Moderate;6,80;2;Sound
Indonesia;7;39;6,47;37;6,90;7,3;8;8;6;7;7,0;8;7;7;6;6,3;9;5;5;6;7,0;7;7;7,0;7;7;7;7;47;6,04;5,0;5;6,3;6;6;6;7;7,5;7;8;6,5;6;7;5,5;6;5;7,0;7;4,5;4;5;45;5,58;5,2;6;6;5;6;4;4,3;6,25;6,3;7;6;6;5,0;5;6;4;6,0;6;7;6;7;4;7,7;7;8;8;;;7,05;6,90;-0,15;�;6,29;6,04;-0,25;�;5,80;5,58;-0,21;�;;;8;7;7;6;9;6;7,5;0;Dem.;;;6,47;3;Limited;6,90;2;Defective democracy;6,04;3;Limited;5,58;3;Moderate;5,2;3;Moderate;6,25;2;Sound
Iran;4;118;2,98;119;2,97;5,5;7;8;1;6;2,5;4;2;3;1;2,5;3;2;3;2;2,0;2;2;2,3;2;2;n/a;3;117;3,00;3,0;3;2,0;2;2;2;2;3,5;3;4;3,0;3;3;3,0;4;2;3,0;3;3,5;3;4;119;2,73;5,0;5;7;4;4;3;7,;3,07;3,3;4;2;4;3,0;3;3;3;2,6;3;2;3;2;3;3,3;3;4;3;;;3,13;2,97;-0,17;�;3,00;3,00;0,00;�;1,92;2,73;0,81;�;;;4;2;3;1;3;2;6,5;6;Aut.;;;2,98;5;Failed;2,97;5;Hard-line autocracy;3,00;4;Very limited;2,73;5;Failed;5,0;3;Moderate;3,07;4;Flawed
Iraq;4;112;3,53;107;3,45;3,3;3;4;3;3;4,5;7;3;5;3;3,5;5;4;2;3;3,0;3;3;3,0;4;3;n/a;2;113;3,61;3,0;3;4,3;4;3;6;4;6,5;7;6;3,5;3;4;2,5;3;2;3,0;3;2,5;2;3;88;4,26;7,8;10;8;10;4;7;7,6;4,48;4,0;3;4;5;3,3;3;4;3;4,6;5;4;4;4;6;6,0;6;4;8;;;4,10;3,45;-0,65;�;4,04;3,61;-0,43;�;4,02;4,26;0,25;�;;;7;3;5;3;5;3;3;3;Aut.;;;3,53;5;Failed;3,45;5;Hard-line autocracy;3,61;4;Very limited;4,26;4;Weak;7,8;2;Substantial;4,48;4;Flawed
Jamaica;2;24;7,20;15;8,30;8,8;8;10;9;8;9,5;9;9;10;10;7,3;8;9;5;7;8,5;8;9;7,5;9;7;7;7;46;6,11;5,0;5;6,8;5;5;8;9;7,5;8;7;8,0;8;8;5,5;5;6;5,0;5;5,0;5;5;31;5,99;3,8;4;4;4;5;3;3,;6,94;6,7;7;7;6;5,0;5;6;4;7,8;9;9;7;6;n/a;8,3;8;8;9;;;8,30;8,30;0,00;�;5,89;6,11;0,21;�;5,65;5,99;0,34;�;;;9;9;10;10;8;7;8;0;Dem.;;;7,20;2;Advanced;8,30;1;Democracy in consolidation;6,11;3;Limited;5,99;2;Good;3,8;4;Minor;6,94;2;Sound
Jordan;4;78;5,09;88;4,03;6,3;7;6;6;6;3,8;4;2;5;4;4,5;3;5;5;5;2,0;2;2;3,7;2;5;n/a;4;45;6,14;4,0;4;7,0;5;6;8;9;8,0;9;7;7,5;8;7;5,0;5;5;6,0;6;5,5;5;6;74;4,74;5,3;7;6;5;5;3;5,6;5,30;4,0;4;4;4;5,7;7;5;5;4,2;6;4;4;4;3;7,3;7;7;8;;;4,10;4,03;-0,07;�;6,07;6,14;0,07;�;4,63;4,74;0,12;�;;;4;2;5;4;3;5;6,5;3;Aut.;;;5,09;4;Very limited;4,03;4;Moderate autocracy;6,14;3;Limited;4,74;3;Moderate;5,3;3;Moderate;5,30;3;Fair
Kazakhstan;6;85;4,88;98;3,73;8,8;10;8;9;8;2,5;2;2;3;3;2,8;2;3;3;3;2,0;2;2;2,7;2;3;n/a;3;47;6,04;5,0;5;6,8;6;6;7;8;6,5;6;7;6,0;6;6;6,0;6;6;7,0;7;5,0;4;6;87;4,27;4,0;5;8;3;2;1;5,3;4,92;5,0;5;5;5;4,3;5;6;2;4,0;6;2;6;2;4;6,3;5;6;8;;;3,85;3,73;-0,12;�;6,25;6,04;-0,21;�;4,67;4,27;-0,40;�;;;2;2;3;3;2;3;9;6;Aut.;;;4,88;4;Very limited;3,73;5;Hard-line autocracy;6,04;3;Limited;4,27;4;Weak;4,0;4;Minor;4,92;4;Flawed
Kenya;5;58;5,80;57;6,25;6,8;5;8;8;6;6,5;8;6;5;7;5,5;6;6;4;6;6,5;6;7;6,0;4;6;8;6;73;5,36;3,0;3;6,5;5;6;7;8;7,0;8;6;6,0;5;7;4,5;4;5;6,0;6;4,5;4;5;64;5,00;6,1;7;4;7;8;6;4,9;5,47;6,0;6;6;6;4,0;4;5;3;5,2;7;5;5;5;4;6,7;7;5;8;;;6,55;6,25;-0,30;�;4,96;5,36;0,39;�;4,87;5,00;0,13;�;;;8;6;5;7;6;6;5,5;0;Dem.;;;5,80;3;Limited;6,25;2;Defective democracy;5,36;3;Limited;5,00;3;Moderate;6,1;3;Moderate;5,47;3;Fair
Kosovo;1;44;6,33;44;6,65;7,8;7;7;9;8;7,3;7;7;9;6;5,5;6;5;5;6;6,5;6;7;6,3;7;6;7;5;49;6,00;5,0;5;7,0;5;7;9;7;6,5;8;5;7,0;7;7;5,5;5;6;6,0;6;5,0;5;5;58;5,19;4,4;6;4;5;6;1;4,4;5,93;5,7;6;6;5;4,7;4;6;4;6,4;9;6;6;6;5;7,0;7;6;8;;;6,60;6,65;0,05;�;5,86;6,00;0,14;�;5,20;5,19;0,00;�;;;7;7;9;6;6;6;7,5;0;Dem.;;;6,33;3;Limited;6,65;2;Defective democracy;6,00;3;Limited;5,19;3;Moderate;4,4;4;Minor;5,93;3;Fair
Kuwait;4;57;5,85;84;4,38;7,5;10;6;6;8;3,5;3;2;4;5;4,8;4;4;5;6;2,5;3;2;3,7;2;5;n/a;4;24;7,32;8,0;8;7,3;7;5;8;9;8,0;8;8;7,5;8;7;6,5;7;6;9,0;9;5,0;4;6;85;4,29;3,8;3;6;4;1;4;4,9;4,98;4,3;5;3;5;4,7;5;4;5;4,3;5;3;5;4;n/a;6,7;5;6;9;;;4,70;4,38;-0,32;�;7,21;7,32;0,11;�;4,29;4,29;0,01;�;;;3;2;4;5;4;6;9;2;Aut.;;;5,85;3;Limited;4,38;4;Moderate autocracy;7,32;2;Advanced;4,29;4;Weak;3,8;4;Minor;4,98;4;Flawed
Kyrgyzstan;6;60;5,71;60;5,95;7,5;8;8;9;5;6,3;6;5;7;7;5,0;6;4;4;6;6,0;5;7;5,0;4;5;6;5;68;5,46;4,0;4;6,8;5;6;9;7;7,0;7;7;6,0;5;7;5,0;5;5;6,0;6;3,5;3;4;71;4,78;5,6;7;5;6;8;3;4,8;5,30;5,0;5;4;6;4,3;4;5;4;5,2;7;5;4;6;4;6,7;7;7;6;;;5,80;5,95;0,15;�;5,43;5,46;0,04;�;4,67;4,78;0,11;�;;;6;5;7;7;6;6;6,5;0;Dem.;;;5,71;3;Limited;5,95;3;Highly defective democracy;5,46;3;Limited;4,78;3;Moderate;5,6;3;Moderate;5,30;3;Fair
Laos;7;107;3,83;120;2,90;8,5;9;8;10;7;1,0;1;1;1;1;2,0;1;2;2;3;1,0;1;1;2,0;1;1;n/a;4;86;4,75;4,0;4;5,3;5;3;8;5;6,0;7;5;4,0;3;5;4,0;3;5;7,0;7;3,0;3;3;104;3,68;6,8;6;10;3;8;8;5,8;3,97;3,3;3;3;4;3,0;4;3;2;3,2;4;1;6;1;4;6,3;6;5;8;;;2,95;2,90;-0,05;�;4,82;4,75;-0,07;�;3,88;3,68;-0,20;�;;;1;1;1;1;1;3;8;6;Aut.;;;3,83;5;Failed;2,90;5;Hard-line autocracy;4,75;4;Very limited;3,68;4;Weak;6,8;2;Substantial;3,97;4;Flawed
Latvia;1;10;8,63;11;8,75;9,5;10;8;10;10;9,0;9;9;10;8;8,3;9;8;7;9;10,0;10;10;7,0;6;7;8;7;11;8,50;7,0;7;9,0;8;10;10;8;9,5;10;9;9,5;10;9;8,0;8;8;8,0;8;8,5;9;8;8;6,97;2,2;2;3;4;1;1;2,1;8,43;8,7;9;9;8;7,0;7;7;7;8,4;10;9;8;7;8;9,7;9;10;10;;;8,75;8,75;0,00;�;8,07;8,50;0,43;�;6,82;6,97;0,15;�;;;9;9;10;8;9;9;10;0;Dem.;;;8,63;1;Highly advanced;8,75;1;Democracy in consolidation;8,50;1;Highly advanced;6,97;2;Good;2,2;5;Negligible;8,43;1;Excellent
Lebanon;4;59;5,74;64;5,70;6,3;5;8;7;5;6,0;6;4;7;7;5,3;5;6;3;7;5,0;5;5;6,0;5;7;6;6;60;5,79;4,0;4;7,0;6;5;8;9;7,0;8;6;7,5;8;7;5,0;4;6;5,0;5;5,0;4;6;97;3,95;5,2;8;3;7;4;4;5,3;4,42;4,7;5;4;5;3,0;3;4;2;4,0;6;3;2;6;3;6,0;5;7;6;;;6,00;5,70;-0,30;�;6,00;5,79;-0,21;�;3,96;3,95;-0,01;�;;;6;4;7;7;5;7;5;0;Dem.;;;5,74;3;Limited;5,70;3;Highly defective democracy;5,79;3;Limited;3,95;4;Weak;5,2;3;Moderate;4,42;4;Flawed
