"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 06;  Democracy Status 08;  Trend Democracy;;  Economy Status 06;  Economy Status 08;  Trend Economy;;  Governance Index 06;  Governance Index 08;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Croatia;1;14;8,57;11;8,85;9,5;10;9;9;10;9,5;10;10;10;8;8,0;9;7;7;9;9,0;9;9;8,3;8;8;9;8;13;8,29;8,0;8;8,5;8;8;10;8;9,5;10;9;8,5;9;8;8,5;8;9;7,0;7;8,0;8;8;11;6,87;2,5;2;4;3;2;2;2,3;8,23;8,3;9;8;8;7,0;7;7;7;8,6;9;10;9;7;8;9,0;9;9;9;;;9,10;8,85;-0,25;�;8,32;8,29;-0,04;�;6,88;6,87;-0,01;�;;;10;10;10;8;9;9;10;0;Dem.;;;8,57;1;Highly advanced;8,85;1;Democracy in consolidation;8,29;1;Highly advanced;6,87;2;Good;2,5;4;Minor;8,23;1;Excellent
Cuba;2;95;4,37;108;3,42;9,8;10;9;10;10;1,5;1;1;2;2;2,5;1;1;5;3;1,0;1;1;2,3;1;2;n/a;4;68;5,32;7,0;7;1,8;2;2;2;1;4,5;4;5;2,0;2;2;7,5;7;8;8,0;8;6,5;5;8;109;2,91;4,6;6;8;3;5;1;4,9;3,30;2,7;3;2;3;4,3;4;5;4;2,2;2;1;4;2;2;4,0;3;3;6;;;3,37;3,42;0,05;�;4,50;5,32;0,82;�;2,59;2,91;0,31;�;;;1;1;2;2;1;3;10;6;Aut.;;;4,37;4;Very limited;3,42;5;Hard-line autocracy;5,32;3;Limited;2,91;5;Failed;4,6;3;Moderate;3,30;4;Flawed
Czech Republic;1;1;9,56;3;9,55;10,0;10;10;10;10;10,0;10;10;10;10;9,3;10;9;8;10;9,5;9;10;9,0;9;9;10;8;1;9,57;10,0;10;10,0;10;10;10;10;9,0;10;8;10,0;10;10;9,5;10;9;10,0;10;8,5;9;8;20;6,62;1,2;1;2;1;1;1;1,4;8,22;7,0;7;7;7;6,7;7;7;6;9,2;10;10;9;8;9;10,0;10;10;10;;;9,45;9,55;0,10;�;9,00;9,57;0,57;�;6,98;6,62;-0,36;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,56;1;Highly advanced;9,55;1;Democracy in consolidation;9,57;1;Highly advanced;6,62;2;Good;1,2;5;Negligible;8,22;1;Excellent
Djibouti;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Dominican Republic;2;36;6,80;31;7,60;8,3;9;8;10;6;8,8;9;9;9;8;6,5;8;6;5;7;7,5;7;8;7,0;7;6;9;6;54;6,00;5,0;5;6,0;6;5;7;6;7,0;7;7;6,5;6;7;4,5;4;5;8,0;8;5,0;5;5;44;5,67;4,3;5;5;3;6;3;3,6;6,50;6,7;6;7;7;4,7;5;6;3;6,0;7;8;6;5;4;8,7;9;9;8;;;7,30;7,60;0,30;�;5,43;6,00;0,57;�;5,28;5,67;0,40;�;;;9;9;9;8;8;7;7,5;0;Dem.;;;6,80;3;Limited;7,60;2;Defective democracy;6,00;3;Limited;5,67;2;Good;4,3;4;Minor;6,50;2;Sound
Ecuador;2;64;5,75;61;6,15;8,0;8;9;9;6;8,0;8;7;9;8;4,8;5;3;4;7;5,0;5;5;5,0;4;6;4;6;66;5,36;4,0;4;5,5;5;5;7;5;6,0;7;5;6,0;6;6;5,0;5;5;7,0;7;4,0;4;4;103;3,73;4,9;6;6;5;6;2;4,6;4,21;3,0;3;3;3;3,3;4;3;3;4,5;5;5;4;4;n/a;6,0;6;6;6;;;6,20;6,15;-0,05;�;5,11;5,36;0,25;�;3,66;3,73;0,07;�;;;8;7;9;8;5;7;7;0;Dem.;;;5,75;3;Limited;6,15;2;Defective democracy;5,36;3;Limited;3,73;4;Weak;4,9;3;Moderate;4,21;4;Flawed
Egypt;4;81;4,88;79;4,40;7,8;9;9;7;6;4,0;4;2;5;5;4,3;4;5;4;4;2,0;2;2;4,0;3;4;n/a;5;66;5,36;4,0;4;5,5;5;5;6;6;7,0;7;7;6,5;7;6;4,0;4;4;7,0;7;3,5;3;4;92;4,16;5,5;6;5;4;8;5;5,;4,63;4,0;4;4;4;4,3;4;5;4;4,5;6;3;5;4;n/a;5,7;4;6;7;;;4,12;4,40;0,28;�;4,46;5,36;0,89;�;3,88;4,16;0,28;�;;;4;2;5;5;4;4;7,5;2;Aut.;;;4,88;4;Very limited;4,40;4;Moderate autocracy;5,36;3;Limited;4,16;4;Weak;5,5;3;Moderate;4,63;4;Flawed
El Salvador;2;34;6,99;37;7,20;8,0;7;9;10;6;7,8;7;9;7;8;6,0;6;6;6;6;8,0;7;9;6,3;7;6;6;6;35;6,79;4,0;4;8,5;9;6;10;9;9,5;9;10;9,0;8;10;4,0;4;4;8,0;8;4,5;4;5;25;6,24;4,7;6;5;3;6;4;4,;7,08;6,3;6;8;5;6,7;6;9;5;6,0;7;9;6;4;4;9,3;9;9;10;;;7,35;7,20;-0,15;�;6,64;6,79;0,14;�;6,21;6,24;0,04;�;;;7;9;7;8;6;6;6,5;0;Dem.;;;6,99;3;Limited;7,20;2;Defective democracy;6,79;3;Limited;6,24;2;Good;4,7;3;Moderate;7,08;2;Sound
Equatorial Guinea;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Eritrea;5;123;2,37;121;2,60;6,8;7;7;7;6;1,3;1;2;1;1;2,0;1;2;4;1;1,0;1;1;2,0;1;1;n/a;4;124;2,14;2,0;2;1,0;1;1;1;1;2,5;2;3;2,0;3;1;2,5;3;2;2,0;2;3,0;4;2;120;2,07;7,6;8;7;4;10;10;6,6;2,19;1,3;2;1;1;4,0;2;6;4;1,8;1;1;4;1;n/a;1,7;2;1;2;;;3,32;2,60;-0,72;�;2,57;2,14;-0,43;�;2,19;2,07;-0,12;�;;;1;2;1;1;1;1;6,5;6;Aut.;;;2,37;5;Failed;2,60;5;Hard-line autocracy;2,14;5;Rudimentary;2,07;5;Failed;7,6;2;Substantial;2,19;5;Poor
Estonia;1;3;9,42;3;9,55;9,5;10;8;10;10;9,8;9;10;10;10;9,8;10;10;9;10;10,0;10;10;8,8;9;8;10;8;3;9,29;8,0;8;10,0;10;10;10;10;10,0;10;10;10,0;10;10;8,5;8;9;10,0;10;8,5;8;9;2;7,37;1,9;2;3;2;2;1;1,4;8,98;9,0;10;9;8;8,7;9;8;9;8,6;10;10;8;8;7;9,7;10;10;9;;;9,40;9,55;0,15;�;9,18;9,29;0,11;�;7,35;7,37;0,01;�;;;9;10;10;10;10;10;10;0;Dem.;;;9,42;1;Highly advanced;9,55;1;Democracy in consolidation;9,29;1;Highly advanced;7,37;1;Very good;1,9;5;Negligible;8,98;1;Excellent
Eswatini;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Ethiopia;5;100;3,96;84;4,13;7,5;7;7;9;7;3,0;4;2;4;2;3,5;4;4;3;3;2,0;2;2;4,7;5;4;n/a;5;108;3,79;1,0;1;3,0;4;2;3;3;6,5;7;6;4,0;4;4;2,5;3;2;6,0;6;3,5;4;3;91;4,21;8,1;8;8;7;10;10;5,5;4,40;4,7;5;5;4;4,0;4;5;3;4,6;5;3;5;4;6;4,3;5;5;3;;;4,17;4,13;-0,03;�;4,21;3,79;-0,43;�;4,11;4,21;0,10;�;;;4;2;4;2;4;3;7;4;Aut.;;;3,96;5;Failed;4,13;4;Moderate autocracy;3,79;4;Very limited;4,21;4;Weak;8,1;2;Substantial;4,40;4;Flawed
Gabon;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Gambia;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Georgia;6;38;6,60;42;6,85;6,8;6;6;9;6;8,5;9;9;9;7;6,0;5;5;7;7;8,0;7;9;5,0;4;4;8;4;48;6,36;4,0;4;7,0;6;7;9;6;8,5;8;9;7,5;7;8;4,5;5;4;7,0;7;6,0;6;6;23;6,36;5,6;7;7;6;8;1;4,6;7,05;7,3;7;8;7;7,0;7;6;8;6,2;7;7;7;5;5;7,7;9;7;7;;;6,10;6,85;0,75;�;5,36;6,36;1,00;�;5,90;6,36;0,46;�;;;9;9;9;7;5;7;6;0;Dem.;;;6,60;3;Limited;6,85;2;Defective democracy;6,36;3;Limited;6,36;2;Good;5,6;3;Moderate;7,05;2;Sound
Ghana;3;28;7,30;21;8,10;7,8;8;9;8;6;9,0;9;9;9;9;7,5;8;8;6;8;8,5;8;9;7,8;8;7;9;7;46;6,50;5,0;5;6,5;6;6;7;7;8,0;7;9;7,5;8;7;5,5;5;6;8,0;8;5,0;5;5;16;6,72;6,1;6;5;4;9;9;3,4;7,37;7,3;6;8;8;5,3;5;7;4;7,8;9;8;8;7;7;9,0;9;9;9;;;7,90;8,10;0,20;�;6,07;6,50;0,43;�;6,78;6,72;-0,06;�;;;9;9;9;9;8;8;7;0;Dem.;;;7,30;2;Advanced;8,10;1;Democracy in consolidation;6,50;3;Limited;6,72;2;Good;6,1;3;Moderate;7,37;2;Sound
Guatemala;2;71;5,43;68;5,90;7,0;6;6;10;6;6,3;7;6;6;6;5,5;6;6;5;5;6,0;6;6;4,8;4;5;5;5;81;4,96;3,0;3;5,3;4;4;8;5;6,5;6;7;6,0;5;7;3,5;4;3;7,0;7;3,5;4;3;58;5,05;6,0;6;6;6;7;6;4,8;5,55;5,3;5;5;6;4,3;4;5;4;5,2;6;6;4;5;5;7,3;7;8;7;;;5,65;5,90;0,25;�;4,89;4,96;0,07;�;5,01;5,05;0,04;�;;;7;6;6;6;6;5;6;0;Dem.;;;5,43;4;Very limited;5,90;3;Highly defective democracy;4,96;4;Very limited;5,05;3;Moderate;6,0;3;Moderate;5,55;3;Fair
Guinea;3;109;3,72;88;3,98;7,0;7;9;8;4;3,8;3;2;6;4;2,5;3;3;1;3;2,0;2;2;4,7;3;5;n/a;6;116;3,46;1,0;1;4,3;3;4;6;4;4,0;4;4;5,0;3;7;2,5;3;2;5,0;5;2,5;3;2;113;2,62;7,9;8;7;6;10;10;6,3;2,75;2,3;2;3;2;1,7;2;2;1;3,0;3;3;2;3;4;4,0;3;4;5;;;4,28;3,98;-0,30;�;4,11;3,46;-0,64;�;3,86;2,62;-1,24;�;;;3;2;6;4;3;3;5,5;4;Aut.;;;3,72;5;Failed;3,98;5;Hard-line autocracy;3,46;4;Very limited;2,62;5;Failed;7,9;2;Substantial;2,75;5;Poor
Guinea-Bissau;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Haiti;2;99;4,08;79;4,40;5,3;4;6;9;2;5,5;6;5;7;4;3,8;4;3;3;5;4,5;4;5;3,0;2;3;n/a;4;109;3,75;1,0;1;4,8;4;4;7;4;6,0;7;5;4,0;4;4;3,0;3;3;5,0;5;2,5;3;2;86;4,50;8,4;9;8;7;10;10;6,5;4,67;4,3;5;4;4;3,3;3;4;3;5,0;6;6;5;4;4;6,0;6;6;6;;;3,35;4,40;1,05;�;3,21;3,75;0,54;�;2,85;4,50;1,65;�;;;6;5;7;4;4;5;3;0;Dem.;;;4,08;4;Very limited;4,40;3;Highly defective democracy;3,75;4;Very limited;4,50;3;Moderate;8,4;2;Substantial;4,67;4;Flawed
Honduras;2;53;6,09;49;6,65;7,5;6;9;9;6;7,5;9;7;8;6;6,0;8;5;5;6;7,0;7;7;5,3;7;4;6;4;61;5,54;3,0;3;6,8;5;7;8;7;7,5;8;7;6,0;6;6;4,0;4;4;8,0;8;3,5;4;3;65;4,99;5,2;6;6;3;8;4;4,3;5,58;5,0;5;5;5;3,7;4;5;2;6,0;7;6;7;6;4;7,7;8;7;8;;;6,80;6,65;-0,15;�;5,29;5,54;0,25;�;5,12;4,99;-0,13;�;;;9;7;8;6;8;6;6;0;Dem.;;;6,09;3;Limited;6,65;2;Defective democracy;5,54;3;Limited;4,99;3;Moderate;5,2;3;Moderate;5,58;3;Fair
Hungary;1;5;9,18;7;9,35;10,0;10;10;10;10;10,0;10;10;10;10;9,3;10;9;8;10;9,0;8;10;8,5;9;8;9;8;7;9,00;10,0;10;10,0;10;10;10;10;8,5;9;8;10,0;10;10;9,0;9;9;7,0;7;8,5;9;8;17;6,70;1,6;1;2;2;2;1;1,4;8,25;8,3;9;8;8;7,3;7;8;7;8,0;9;10;6;8;7;9,3;9;9;10;;;9,40;9,35;-0,05;�;8,93;9,00;0,07;�;6,87;6,70;-0,17;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,18;1;Highly advanced;9,35;1;Democracy in consolidation;9,00;1;Highly advanced;6,70;2;Good;1,6;5;Negligible;8,25;1;Excellent
India;7;25;7,35;21;8,10;8,3;8;8;9;8;9,3;9;9;10;9;7,5;9;8;6;7;8,5;9;8;7,0;7;6;9;6;42;6,61;5,0;5;6,8;6;6;7;8;7,5;9;6;7,0;8;6;4,0;4;4;10,0;10;6,0;5;7;19;6,66;5,9;6;5;5;9;7;3,1;7,33;7,7;8;7;8;6,0;6;7;5;8,0;8;9;8;7;n/a;7,7;6;9;8;;;7,95;8,10;0,15;�;6,46;6,61;0,14;�;6,00;6,66;0,66;�;;;9;9;10;9;9;7;8;0;Dem.;;;7,35;2;Advanced;8,10;1;Democracy in consolidation;6,61;3;Limited;6,66;2;Good;5,9;3;Moderate;7,33;2;Sound
Indonesia;7;48;6,17;54;6,45;6,8;7;7;6;7;7,3;9;6;8;6;5,5;7;5;3;7;7,0;7;7;5,8;6;5;6;6;57;5,89;6,0;6;5,8;6;5;6;6;7,0;7;7;6,5;7;6;5,0;5;5;7,0;7;4,0;4;4;54;5,27;5,6;5;6;7;8;3;4,9;5,83;5,3;6;5;5;4,3;5;5;3;6,0;7;5;6;6;6;7,7;7;8;8;;;6,30;6,45;0,15;�;5,79;5,89;0,11;�;4,84;5,27;0,43;�;;;9;6;8;6;7;7;7;0;Dem.;;;6,17;3;Limited;6,45;2;Defective democracy;5,89;3;Limited;5,27;3;Moderate;5,6;3;Moderate;5,83;3;Fair
Iran;4;100;3,96;100;3,73;5,8;8;8;1;6;3,8;5;2;4;4;3,5;4;3;3;4;2,0;2;2;3,7;3;4;n/a;4;96;4,18;4,0;4;2,8;3;3;3;2;4,0;4;4;4,5;5;4;5,0;5;5;5,0;5;4,0;3;5;112;2,81;6,1;8;7;4;6;5;6,4;3,08;3,3;3;3;4;3,7;3;5;3;3,0;4;3;3;2;3;2,3;1;1;5;;;3,75;3,73;-0,02;�;4,21;4,18;-0,04;�;3,20;2,81;-0,38;�;;;5;2;4;4;4;4;7;2;Aut.;;;3,96;5;Failed;3,73;5;Hard-line autocracy;4,18;4;Very limited;2,81;5;Failed;6,1;3;Moderate;3,08;4;Flawed
Iraq;4;117;3,23;111;3,20;3,0;2;4;4;2;5,0;6;3;6;5;3,0;5;2;2;3;3,0;3;3;2,0;2;3;n/a;1;117;3,25;2,0;2;3,3;3;2;6;2;4,5;5;4;3,5;3;4;3,0;3;3;5,0;5;1,5;1;2;115;2,52;8,7;9;9;10;7;9;8,;2,60;2,3;2;3;2;1,7;2;2;1;2,4;3;3;1;2;3;4,0;4;3;5;;;2,68;3,20;0,52;�;2,89;3,25;0,36;�;-;2,52;-;;;;6;3;6;5;5;3;2;3;Aut.;;;3,23;5;Failed;3,20;5;Hard-line autocracy;3,25;4;Very limited;2,52;5;Failed;8,7;1;Massive;2,60;5;Poor
Jamaica;2;21;7,65;18;8,55;9,0;8;10;10;8;9,8;10;9;10;10;7,5;9;9;4;8;9,5;9;10;7,0;9;5;8;6;37;6,75;6,0;6;6,8;6;5;7;9;9,0;9;9;9,0;10;8;5,5;5;6;6,0;6;5,0;5;5;42;5,71;3,3;3;2;3;5;4;2,8;6,71;5,7;6;6;5;4,3;4;5;4;7,5;8;9;7;6;n/a;9,3;9;9;10;;;8,70;8,55;-0,15;�;6,46;6,75;0,29;�;5,94;5,71;-0,23;�;;;10;9;10;10;9;8;8;0;Dem.;;;7,65;2;Advanced;8,55;1;Democracy in consolidation;6,75;3;Limited;5,71;2;Good;3,3;4;Minor;6,71;2;Sound
Jordan;4;80;5,12;88;3,98;6,3;8;6;5;6;3,8;4;2;4;5;4,3;4;4;4;5;2,0;2;2;3,7;2;5;n/a;4;51;6,25;5,0;5;6,8;5;6;8;8;8,0;8;8;6,5;7;6;5,0;5;5;8,0;8;4,5;4;5;69;4,81;5,3;6;6;5;7;2;5,8;5,37;5,0;5;5;5;5,7;6;7;4;3,8;5;3;4;4;3;7,0;6;7;8;;;4,10;3,98;-0,12;�;6,14;6,25;0,11;�;4,68;4,81;0,13;�;;;4;2;4;5;4;5;7;2;Aut.;;;5,12;4;Very limited;3,98;5;Hard-line autocracy;6,25;3;Limited;4,81;3;Moderate;5,3;3;Moderate;5,37;3;Fair
Kazakhstan;6;68;5,53;83;4,23;8,5;9;8;9;8;3,3;3;2;4;4;3,8;3;4;4;4;2,0;2;2;3,7;3;4;n/a;4;32;6,82;5,0;5;7,3;6;7;7;9;8,5;8;9;7,0;8;6;6,0;6;6;9,0;9;5,0;5;5;76;4,71;4,5;5;7;3;6;1;4,9;5,37;5,0;5;5;5;4,7;5;7;2;4,8;6;4;7;3;4;7,0;6;7;8;;;4,18;4,23;0,05;�;6,79;6,82;0,04;�;4,15;4,71;0,56;�;;;3;2;4;4;3;4;8,5;3;Aut.;;;5,53;3;Limited;4,23;4;Moderate autocracy;6,82;3;Limited;4,71;3;Moderate;4,5;3;Moderate;5,37;3;Fair
Kenya;5;61;5,89;40;7,00;7,5;5;9;10;6;8,0;9;7;8;8;6,0;7;5;4;8;7,0;6;8;6,5;4;7;9;6;87;4,79;2,0;2;6,5;7;5;7;7;6,5;7;6;6,0;5;7;3,5;3;4;5,0;5;4,0;4;4;60;5,03;5,9;8;3;5;9;6;4,3;5,53;5,3;6;5;5;3,7;4;4;3;5,8;7;6;6;5;5;7,3;7;6;9;;;6,45;7,00;0,55;�;5,11;4,79;-0,32;�;4,53;5,03;0,50;�;;;9;7;8;8;7;8;5,5;0;Dem.;;;5,89;3;Limited;7,00;2;Defective democracy;4,79;4;Very limited;5,03;3;Moderate;5,9;3;Moderate;5,53;3;Fair
Kosovo;1;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Kuwait;4;78;5,20;87;4,08;7,0;10;6;4;8;4,3;4;2;5;6;4,5;3;4;4;7;2,0;2;2;2,7;2;3;n/a;3;49;6,32;7,0;7;6,3;6;4;8;7;7,0;6;8;6,0;6;6;5,5;7;4;9,0;9;3,5;3;4;95;3,94;4,4;5;8;5;1;2;5,3;4,50;3,7;3;3;5;4,0;5;4;3;4,0;6;3;4;3;n/a;6,3;5;6;8;;;-;4,08;-;;-;6,32;-;;-;3,94;-;;;;4;2;5;6;3;7;9;3;Aut.;;;5,20;4;Very limited;4,08;4;Moderate autocracy;6,32;3;Limited;3,94;4;Weak;4,4;4;Minor;4,50;4;Flawed
Kyrgyzstan;6;63;5,80;66;5,95;8,0;7;9;10;6;6,8;7;5;8;7;5,3;6;4;4;7;5,0;4;6;4,8;3;4;7;5;59;5,64;4,0;4;6,0;6;4;9;5;8,0;8;8;7,0;6;8;4,5;5;4;6,0;6;4,0;4;4;77;4,67;5,4;7;6;5;9;1;4,4;5,20;4,3;4;4;5;3,3;4;4;2;5,8;6;6;6;6;5;7,3;8;7;7;;;4,08;5,95;1,87;�;5,43;5,64;0,21;�;4,19;4,67;0,48;�;;;7;5;8;7;6;7;6,5;0;Dem.;;;5,80;3;Limited;5,95;3;Highly defective democracy;5,64;3;Limited;4,67;3;Moderate;5,4;3;Moderate;5,20;3;Fair
Laos;7;112;3,53;117;2,78;8,3;8;8;10;7;1,5;2;2;1;1;1,5;1;1;2;2;1,0;1;1;1,7;1;1;n/a;3;95;4,29;4,0;4;4,0;4;2;7;3;6,0;7;5;4,0;4;4;3,0;3;3;6,0;6;3,0;4;2;96;3,91;6,9;7;10;3;9;6;6,1;4,21;4,0;4;4;4;3,3;4;4;2;3,5;4;1;7;2;n/a;6,0;4;6;8;;;2,83;2,78;-0,05;�;3,86;4,29;0,43;�;3,48;3,91;0,43;�;;;2;2;1;1;1;2;7,5;6;Aut.;;;3,53;5;Failed;2,78;5;Hard-line autocracy;4,29;4;Very limited;3,91;4;Weak;6,9;2;Substantial;4,21;4;Flawed
Latvia;1;13;8,60;15;8,70;9,5;10;8;10;10;9,8;9;10;10;10;8,5;10;8;7;9;9,0;8;10;6,8;6;6;8;7;12;8,50;8,0;8;9,0;9;9;10;8;9,5;9;10;9,0;10;8;7,5;7;8;8,0;8;8,5;8;9;10;6,92;2,5;2;4;3;3;1;2,;8,30;8,7;9;9;8;7,0;8;7;6;8,2;9;10;8;6;8;9,3;9;10;9;;;8,30;8,70;0,40;�;8,11;8,50;0,39;�;6,81;6,92;0,10;�;;;9;10;10;10;10;9;10;0;Dem.;;;8,60;1;Highly advanced;8,70;1;Democracy in consolidation;8,50;1;Highly advanced;6,92;2;Good;2,5;4;Minor;8,30;1;Excellent
Lebanon;4;49;6,16;59;6,25;6,3;5;7;7;6;7,3;7;5;9;8;5,5;6;6;3;7;6,0;6;6;6,3;5;6;8;6;53;6,07;6,0;6;7,0;5;6;8;9;7,5;9;6;7,5;8;7;5,0;4;6;5,0;5;4,5;3;6;85;4,53;4,4;6;3;6;4;2;5,1;5,18;6,0;7;5;6;3,7;4;5;2;4,4;6;3;3;7;3;6,7;5;8;7;;;5,60;6,25;0,65;�;5,82;6,07;0,25;�;4,16;4,53;0,37;�;;;7;5;9;8;6;7;5,5;0;Dem.;;;6,16;3;Limited;6,25;2;Defective democracy;6,07;3;Limited;4,53;3;Moderate;4,4;4;Minor;5,18;3;Fair
Lesotho;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
