"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 08;  Democracy Status 10;  Trend Democracy;;  Economy Status 08;  Economy Status 10;  Trend Economy;;  Governance Index 08;  Governance Index 10;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Croatia;1;15;8,30;15;8,50;9,3;9;9;9;10;9,0;10;9;10;7;7,8;9;7;7;8;8,5;8;9;8,0;8;8;9;7;15;8,11;8,0;8;8,8;8;8;10;9;8,5;9;8;8,5;9;8;8,0;8;8;7,0;7;8,0;8;8;17;6,61;2,4;2;4;3;1;2;2,5;7,95;7,7;8;8;7;6,7;6;7;7;8,8;10;10;9;7;8;8,7;9;9;8;;;8,85;8,50;-0,35;â;8,29;8,11;-0,18;â;6,87;6,61;-0,26;â;;;10;9;10;7;9;8;9,5;0;Dem.;;;8,30;2;Advanced;8,50;1;Democracy in consolidation;8,11;1;Highly advanced;6,61;2;Good;2,4;5;Negligible;7,95;2;Sound
Cuba;2;102;4,36;111;3,47;9,8;10;9;10;10;1,5;1;1;2;2;2,8;1;2;5;3;1,0;1;1;2,3;1;2;n/a;4;74;5,25;7,0;7;1,8;2;2;2;1;5,0;4;6;2,0;2;2;7,5;7;8;7,0;7;6,5;5;8;108;3,42;4,5;6;7;3;5;1;4,8;3,90;3,3;3;3;4;5,0;4;6;5;2,6;2;1;5;3;2;4,7;4;4;6;;;3,42;3,47;0,05;â;5,32;5,25;-0,07;â;2,91;3,42;0,51;æ;;;1;1;2;2;1;3;10;6;Aut.;;;4,36;4;Very limited;3,47;5;Hard-line autocracy;5,25;3;Limited;3,42;4;Weak;4,5;3;Moderate;3,90;4;Flawed
Czech Republic;1;1;9,65;2;9,80;10,0;10;10;10;10;10,0;10;10;10;10;9,5;10;10;8;10;10,0;10;10;9,5;10;10;10;8;1;9,50;10,0;10;10,0;10;10;10;10;9,5;10;9;10,0;10;10;9,5;10;9;9,0;9;8,5;9;8;9;6,95;1,2;1;2;1;1;1;1,3;8,63;8,0;8;8;8;7,3;8;8;6;9,2;10;10;8;9;9;10,0;10;10;10;;;9,55;9,80;0,25;â;9,57;9,50;-0,07;â;6,62;6,95;0,33;â;;;10;10;10;10;10;10;10;0;Dem.;;;9,65;1;Highly advanced;9,80;1;Democracy in consolidation;9,50;1;Highly advanced;6,95;2;Good;1,2;5;Negligible;8,63;1;Excellent
Djibouti;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Dominican Republic;2;35;6,78;32;7,55;8,5;9;8;10;7;8,5;8;9;9;8;6,3;7;6;5;7;7,5;7;8;7,0;7;6;9;6;56;6,00;5,0;5;6,5;6;6;7;7;7,0;7;7;6,5;6;7;4,5;4;5;8,0;8;4,5;5;4;39;5,78;4,1;5;5;3;5;3;3,6;6,65;6,3;6;6;7;5,0;6;6;3;6,6;8;9;7;5;4;8,7;9;9;8;;;7,60;7,55;-0,05;â;6,00;6,00;0,00;â;5,67;5,78;0,11;â;;;8;9;9;8;7;7;8;0;Dem.;;;6,78;3;Limited;7,55;2;Defective democracy;6,00;3;Limited;5,78;2;Good;4,1;4;Minor;6,65;2;Sound
Ecuador;2;68;5,56;62;5,90;8,0;8;9;9;6;7,8;7;9;9;6;4,8;4;4;4;7;4,5;4;5;4,5;3;5;5;5;76;5,21;4,0;4;5,0;4;4;6;6;6,5;7;6;5,0;5;5;5,0;5;5;6,0;6;5,0;5;5;84;4,42;4,9;6;6;5;6;2;4,6;4,98;4,7;5;5;4;5,0;5;6;4;5,3;5;7;4;5;n/a;5,0;6;4;5;;;6,15;5,90;-0,25;â;5,36;5,21;-0,14;â;3,73;4,42;0,68;æ;;;7;9;9;6;4;7;7;0;Dem.;;;5,56;3;Limited;5,90;3;Highly defective democracy;5,21;3;Limited;4,42;3;Moderate;4,9;3;Moderate;4,98;4;Flawed
Egypt;4;85;4,82;88;4,22;7,0;8;8;6;6;3,5;3;2;5;4;4,3;4;5;4;4;2,0;2;2;4,3;3;5;n/a;5;68;5,43;3,0;3;6,0;5;6;6;7;7,0;7;7;7,0;7;7;4,0;4;4;7,0;7;4,0;4;4;87;4,32;5,6;6;5;4;8;5;5,4;4,79;4,0;4;4;4;4,7;4;6;4;4,5;6;4;4;4;n/a;6,0;5;6;7;;;4,40;4,22;-0,18;â;5,36;5,43;0,07;â;4,16;4,32;0,16;â;;;3;2;5;4;4;4;7;2;Aut.;;;4,82;4;Very limited;4,22;4;Moderate autocracy;5,43;3;Limited;4,32;3;Moderate;5,6;3;Moderate;4,79;4;Flawed
El Salvador;2;32;7,14;34;7,35;8,3;7;9;10;7;7,5;8;9;6;7;6,3;7;6;6;6;8,0;7;9;6,8;7;7;6;7;30;6,93;4,0;4;9,0;10;7;10;9;9,5;9;10;9,0;8;10;4,0;4;4;8,0;8;5,0;5;5;24;6,30;4,5;6;4;3;6;4;3,8;7,18;6,3;6;7;6;6,7;6;9;5;6,4;9;9;6;4;4;9,3;9;9;10;;;7,20;7,35;0,15;â;6,79;6,93;0,14;â;6,24;6,30;0,05;â;;;8;9;6;7;7;6;7;0;Dem.;;;7,14;2;Advanced;7,35;2;Defective democracy;6,93;3;Limited;6,30;2;Good;4,5;3;Moderate;7,18;2;Sound
Equatorial Guinea;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Eritrea;5;125;2,68;125;2,68;6,8;6;7;9;5;1,0;1;1;1;1;2,0;1;2;4;1;1,0;1;1;2,7;1;1;n/a;6;124;2,68;3,0;3;1,3;2;1;1;1;3,5;3;4;2,0;3;1;3,0;3;3;3,0;3;3,0;4;2;120;2,27;7,9;8;8;6;10;9;6,6;2,38;1,0;1;1;1;4,0;2;7;3;1,5;1;1;3;1;n/a;3,0;2;3;4;;;2,60;2,68;0,08;â;2,14;2,68;0,54;æ;2,07;2,27;0,20;â;;;1;1;1;1;1;1;5,5;6;Aut.;;;2,68;5;Failed;2,68;5;Hard-line autocracy;2,68;5;Rudimentary;2,27;5;Failed;7,9;2;Substantial;2,38;5;Poor
Estonia;1;4;9,34;4;9,60;9,5;10;8;10;10;9,8;9;10;10;10;9,8;10;10;9;10;10,0;10;10;9,0;9;8;10;9;5;9,07;8,0;8;10,0;10;10;10;10;9,5;9;10;10,0;10;10;9,0;9;9;9,0;9;8,0;8;8;3;7,33;1,7;2;3;2;1;1;1,4;8,98;9,0;10;9;8;8,7;9;8;9;8,6;10;10;7;9;7;9,7;10;10;9;;;9,55;9,60;0,05;â;9,29;9,07;-0,21;â;7,37;7,33;-0,03;â;;;9;10;10;10;10;10;10;0;Dem.;;;9,34;1;Highly advanced;9,60;1;Democracy in consolidation;9,07;1;Highly advanced;7,33;1;Very good;1,7;5;Negligible;8,98;1;Excellent
Eswatini;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Ethiopia;5;109;3,82;109;3,53;5,8;5;5;8;5;3,0;3;2;3;4;3,3;3;3;4;3;2,0;2;2;3,7;3;3;n/a;5;102;4,11;2,0;2;3,8;4;3;4;4;5,5;5;6;4,5;4;5;3,5;4;3;6,0;6;3,5;3;4;92;4,16;8,3;8;8;7;10;10;6,5;4,33;4,3;5;4;4;3,7;4;4;3;4,0;4;4;3;3;6;5,3;5;7;4;;;4,13;3,53;-0,60;è;3,79;4,11;0,32;â;4,21;4,16;-0,05;â;;;3;2;3;4;3;3;5;5;Aut.;;;3,82;5;Failed;3,53;5;Hard-line autocracy;4,11;4;Very limited;4,16;4;Weak;8,3;2;Substantial;4,33;4;Flawed
Gabon;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Gambia;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Georgia;6;52;6,03;57;6,05;6,3;4;6;9;6;7,3;7;9;7;6;5,5;5;5;6;6;6,5;6;7;4,8;4;4;7;4;56;6,00;4,0;4;7,5;6;8;9;7;7,5;7;8;7,0;6;8;4,0;4;4;6,0;6;6,0;6;6;42;5,68;6,0;8;7;8;7;1;5,1;6,23;6,0;6;6;6;6,7;6;7;7;5,6;7;7;5;5;4;6,7;8;6;6;;;6,85;6,05;-0,80;è;6,36;6,00;-0,36;â;6,36;5,68;-0,68;è;;;7;9;7;6;5;6;5;0;Dem.;;;6,03;3;Limited;6,05;2;Defective democracy;6,00;3;Limited;5,68;2;Good;6,0;3;Moderate;6,23;2;Sound
Ghana;3;26;7,33;22;8,15;8,0;8;9;8;7;8,5;8;9;9;8;7,5;8;8;6;8;9,0;9;9;7,8;8;7;9;7;40;6,50;5,0;5;7,0;7;6;8;7;7,0;6;8;7,5;8;7;6,0;5;7;8,0;8;5,0;5;5;12;6,77;5,9;6;5;4;9;8;3,3;7,45;7,7;7;8;8;5,7;5;7;5;7,8;9;9;7;7;7;8,7;9;9;8;;;8,10;8,15;0,05;â;6,50;6,50;0,00;â;6,72;6,77;0,05;â;;;8;9;9;8;8;8;7,5;0;Dem.;;;7,33;2;Advanced;8,15;1;Democracy in consolidation;6,50;3;Limited;6,77;2;Good;5,9;3;Moderate;7,45;2;Sound
Guatemala;2;70;5,55;65;5,85;6,8;5;6;10;6;6,5;8;6;6;6;5,3;6;5;5;5;6,0;6;6;4,8;4;5;5;5;74;5,25;3,0;3;5,8;4;4;9;6;7,0;7;7;6,0;5;7;4,0;4;4;7,0;7;4,0;4;4;53;5,50;6,0;6;6;6;7;6;5,;6,03;5,7;6;5;6;5,0;5;5;5;5,8;6;6;5;6;6;7,7;7;8;8;;;5,90;5,85;-0,05;â;4,96;5,25;0,29;â;5,05;5,50;0,45;â;;;8;6;6;6;6;5;5,5;0;Dem.;;;5,55;3;Limited;5,85;3;Highly defective democracy;5,25;3;Limited;5,50;3;Moderate;6,0;3;Moderate;6,03;2;Sound
Guinea;3;118;3,42;107;3,55;7,0;8;9;8;3;3,0;1;1;5;5;2,8;2;2;4;3;1,0;1;1;4,0;3;4;n/a;5;119;3,29;2,0;2;4,0;3;4;5;4;4,5;5;4;4,0;3;5;3,0;2;4;3,0;3;2,5;3;2;123;2,14;8,0;8;7;7;10;10;6,1;2,23;1,7;2;2;1;1,3;2;1;1;2,6;3;3;2;2;3;3,3;3;3;4;;;3,98;3,55;-0,43;â;3,46;3,29;-0,18;â;2,62;2,14;-0,49;â;;;1;1;5;5;2;3;5,5;4;Aut.;;;3,42;5;Failed;3,55;5;Hard-line autocracy;3,29;4;Very limited;2,14;5;Failed;8,0;2;Substantial;2,23;5;Poor
Guinea-Bissau;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Haiti;2;98;4,47;76;5,05;5,8;5;7;9;2;6,0;6;6;7;5;4,3;4;3;4;6;5,5;5;6;3,8;2;3;6;4;108;3,89;1,0;1;5,3;4;4;8;5;6,5;7;6;5,0;4;6;3,0;3;3;4,0;4;2,5;3;2;71;4,75;8,0;9;8;7;9;9;6,;4,97;5,0;5;5;5;3,3;3;4;3;5,2;6;6;5;5;4;6,3;7;6;6;;;4,40;5,05;0,65;æ;3,75;3,89;0,14;â;4,50;4,75;0,24;â;;;6;6;7;5;4;6;3,5;0;Dem.;;;4,47;4;Very limited;5,05;3;Highly defective democracy;3,89;4;Very limited;4,75;3;Moderate;8,0;2;Substantial;4,97;4;Flawed
Honduras;2;57;5,88;46;6,55;7,5;6;9;9;6;7,5;8;7;8;7;5,3;6;5;4;6;7,0;6;8;5,5;6;5;6;5;76;5,21;3,0;3;6,5;5;6;8;7;6,5;7;6;6,0;6;6;4,0;4;4;7,0;7;3,5;4;3;62;5,01;5,3;6;6;3;8;4;4,6;5,60;5,0;5;5;5;4,0;4;5;3;6,4;7;7;6;6;6;7,0;8;5;8;;;6,65;6,55;-0,10;â;5,54;5,21;-0,32;â;4,99;5,01;0,02;â;;;8;7;8;7;6;6;6;0;Dem.;;;5,88;3;Limited;6,55;2;Defective democracy;5,21;3;Limited;5,01;3;Moderate;5,3;3;Moderate;5,60;3;Fair
Hungary;1;8;9,00;10;9,25;10,0;10;10;10;10;10,0;10;10;10;10;9,0;10;9;8;9;8,5;8;9;8,8;10;8;9;8;8;8,75;9,0;9;9,8;10;10;10;9;8,0;9;7;10,0;10;10;9,0;9;9;7,0;7;8,5;9;8;20;6,51;1,4;1;2;2;1;1;1,5;8,05;8,0;9;7;8;6,7;6;7;7;8,2;10;10;6;8;7;9,3;9;9;10;;;9,35;9,25;-0,10;â;9,00;8,75;-0,25;â;6,70;6,51;-0,19;â;;;10;10;10;10;10;9;10;0;Dem.;;;9,00;1;Highly advanced;9,25;1;Democracy in consolidation;8,75;1;Highly advanced;6,51;2;Good;1,4;5;Negligible;8,05;1;Excellent
India;7;26;7,33;20;8,20;8,0;7;8;9;8;9,3;8;10;10;9;7,5;9;8;6;7;9,0;9;9;7,3;7;7;9;6;42;6,46;5,0;5;6,8;6;6;7;8;8,0;9;7;7,0;8;6;4,0;4;4;9,0;9;5,5;5;6;16;6,62;5,9;6;5;5;9;7;3,3;7,29;6,7;8;5;7;6,0;6;7;5;8,5;9;9;8;8;n/a;8,0;7;9;8;;;8,10;8,20;0,10;â;6,61;6,46;-0,14;â;6,66;6,62;-0,03;â;;;8;10;10;9;9;7;7,5;0;Dem.;;;7,33;2;Advanced;8,20;1;Democracy in consolidation;6,46;3;Limited;6,62;2;Good;5,9;3;Moderate;7,29;2;Sound
Indonesia;7;40;6,39;37;7,00;6,8;7;7;6;7;7,8;9;7;8;7;6,8;9;6;5;7;7,0;7;7;6,8;6;7;7;7;61;5,79;6,0;6;6,0;6;5;6;7;7,0;6;8;6,0;6;6;5,0;5;5;6,0;6;4,5;4;5;37;5,87;5,5;6;6;6;8;3;4,3;6,52;6,3;7;5;7;5,3;5;6;5;6,4;7;7;7;6;5;8,0;7;9;8;;;6,45;7,00;0,55;æ;5,89;5,79;-0,11;â;5,27;5,87;0,60;æ;;;9;7;8;7;9;7;7;0;Dem.;;;6,39;3;Limited;7,00;2;Defective democracy;5,79;3;Limited;5,87;2;Good;5,5;3;Moderate;6,52;2;Sound
Iran;4;111;3,65;112;3,45;5,8;8;7;1;7;3,3;4;2;4;3;3,3;4;3;3;3;2,0;2;2;3,0;3;3;n/a;3;109;3,86;4,0;4;3,0;3;3;3;3;3,0;2;4;4,0;4;4;4,0;5;3;5,0;5;4,0;3;5;118;2,33;5,6;7;7;4;5;4;6,5;2,58;2,7;3;2;3;2,3;2;3;2;3,0;4;3;3;2;3;2,3;1;1;5;;;3,73;3,45;-0,28;â;4,18;3,86;-0,32;â;2,81;2,33;-0,48;â;;;4;2;4;3;4;3;7,5;4;Aut.;;;3,65;5;Failed;3,45;5;Hard-line autocracy;3,86;4;Very limited;2,33;5;Failed;5,6;3;Moderate;2,58;5;Poor
Iraq;4;107;3,95;88;4,22;4,0;3;5;5;3;5,8;7;4;7;5;4,0;6;4;2;4;5,0;4;6;2,3;2;3;n/a;2;116;3,68;3,0;3;3,8;3;2;6;4;6,5;7;6;3,5;3;4;3,0;3;3;4,0;4;2,0;1;3;99;3,97;7,8;9;8;9;7;7;7,;4,17;4,3;3;4;6;2,3;3;3;1;4,0;5;6;3;3;3;6,0;6;6;6;;;3,20;4,22;1,02;ã;3,25;3,68;0,43;â;2,52;3,97;1,44;ã;;;7;4;7;5;6;4;3;0;Dem.;;;3,95;5;Failed;4,22;3;Highly defective democracy;3,68;4;Very limited;3,97;4;Weak;7,8;2;Substantial;4,17;4;Flawed
Jamaica;2;23;7,45;19;8,25;8,5;7;9;10;8;9,8;10;9;10;10;7,3;9;9;4;7;8,5;8;9;7,3;9;6;8;6;38;6,64;6,0;6;7,0;6;5;8;9;8,0;8;8;8,5;9;8;5,5;5;6;6,0;6;5,5;5;6;46;5,65;3,4;3;2;3;5;4;3,1;6,63;6,0;6;7;5;4,3;4;5;4;7,5;9;9;6;6;n/a;8,7;8;9;9;;;8,55;8,25;-0,30;â;6,75;6,64;-0,11;â;5,71;5,65;-0,06;â;;;10;9;10;10;9;7;7,5;0;Dem.;;;7,45;2;Advanced;8,25;1;Democracy in consolidation;6,64;3;Limited;5,65;2;Good;3,4;4;Minor;6,63;2;Sound
Jordan;4;77;5,15;97;4,02;7,0;8;7;6;7;3,8;4;2;5;4;4,0;3;4;4;5;2,0;2;2;3,3;2;4;n/a;4;48;6,29;4,0;4;7,0;6;6;8;8;8,5;9;8;8,0;8;8;5,0;5;5;7,0;7;4,5;4;5;83;4,44;5,1;6;6;5;6;2;5,5;4,98;4,0;4;4;4;5,3;6;5;5;3,6;5;3;4;3;3;7,0;6;6;9;;;3,98;4,02;0,03;â;6,25;6,29;0,04;â;4,81;4,44;-0,37;â;;;4;2;5;4;3;5;7,5;3;Aut.;;;5,15;4;Very limited;4,02;4;Moderate autocracy;6,29;3;Limited;4,44;3;Moderate;5,1;3;Moderate;4,98;4;Flawed
Kazakhstan;6;76;5,24;91;4,17;8,5;9;8;9;8;3,3;3;2;4;4;3,8;3;4;4;4;2,0;2;2;3,3;2;5;n/a;3;46;6,32;5,0;5;6,8;6;6;7;8;7,5;7;8;6,5;7;6;6,0;6;6;7,0;7;5,5;6;5;72;4,72;4,3;5;7;3;5;1;4,9;5,40;4,7;5;5;4;5,3;5;7;4;4,6;6;4;6;3;4;7,0;6;7;8;;;4,23;4,17;-0,07;â;6,82;6,32;-0,50;è;4,71;4,72;0,01;â;;;3;2;4;4;3;4;8,5;3;Aut.;;;5,24;4;Very limited;4,17;4;Moderate autocracy;6,32;3;Limited;4,72;3;Moderate;4,3;4;Minor;5,40;3;Fair
Kenya;5;79;5,05;65;5,85;7,0;5;8;9;6;5,8;6;6;5;6;4,8;5;4;3;7;6,0;6;6;5,8;4;6;8;5;100;4,25;2,0;2;5,8;5;5;7;6;6,0;6;6;4,5;3;6;3,0;3;3;4,0;4;4,5;4;5;90;4,24;6,4;7;4;7;9;6;5,1;4,62;4,3;4;5;4;3,0;3;3;3;4,8;6;6;4;5;3;6,3;6;5;8;;;7,00;5,85;-1,15;ä;4,79;4,25;-0,54;è;5,03;4,24;-0,78;è;;;6;6;5;6;5;7;5,5;0;Dem.;;;5,05;4;Very limited;5,85;3;Highly defective democracy;4,25;4;Very limited;4,24;4;Weak;6,4;3;Moderate;4,62;4;Flawed
Kosovo;1;38;6,48;40;6,95;7,8;7;6;9;9;8,3;9;8;9;7;5,5;6;5;5;6;7,0;6;8;6,3;7;6;7;5;56;6,00;5,0;5;7,0;5;7;9;7;6,5;8;5;7,0;7;7;5,5;5;6;6,0;6;5,0;5;5;59;5,33;4,6;6;4;5;6;2;4,4;6,07;5,7;6;6;5;4,7;4;6;4;6,6;9;7;6;6;5;7,3;7;7;8;;;-;6,95;-;;-;6,00;-;;-;5,33;-;;;;9;8;9;7;6;6;8;0;Dem.;;;6,48;3;Limited;6,95;2;Defective democracy;6,00;3;Limited;5,33;3;Moderate;4,6;3;Moderate;6,07;2;Sound
Kuwait;4;56;5,91;80;4,68;8,0;9;9;6;8;4,8;4;2;6;7;5,0;4;4;5;7;2,0;2;2;3,7;2;6;n/a;3;25;7,14;8,0;8;7,0;7;5;8;8;8,0;8;8;7,0;8;6;6,5;8;5;9,0;9;4,5;3;6;89;4,30;3,6;2;8;4;1;2;4,5;5,02;4,3;5;3;5;4,3;6;4;3;4,8;7;3;5;4;n/a;6,7;5;6;9;;;4,08;4,68;0,60;æ;6,32;7,14;0,82;æ;3,94;4,30;0,37;â;;;4;2;6;7;4;7;8,5;2;Aut.;;;5,91;3;Limited;4,68;4;Moderate autocracy;7,14;2;Advanced;4,30;3;Moderate;3,6;4;Minor;5,02;3;Fair
Kyrgyzstan;6;81;4,94;85;4,35;8,3;8;9;10;6;3,5;4;2;4;4;4,0;3;4;3;6;2,0;2;2;4,0;3;4;n/a;5;65;5,54;4,0;4;6,3;5;5;9;6;7,0;7;7;6,5;6;7;5,0;5;5;6,0;6;4,0;4;4;91;4,17;5,3;7;6;4;9;1;4,9;4,65;4,0;4;4;4;3,7;4;5;2;4,6;6;4;4;5;4;6,3;6;6;7;;;5,95;4,35;-1,60;ä;5,64;5,54;-0,11;â;4,67;4,17;-0,50;è;;;4;2;4;4;3;6;7;3;Aut.;;;4,94;4;Very limited;4,35;4;Moderate autocracy;5,54;3;Limited;4,17;4;Weak;5,3;3;Moderate;4,65;4;Flawed
Laos;7;113;3,58;120;2,88;8,8;9;8;10;8;1,3;1;2;1;1;1,8;1;1;2;3;1,0;1;1;1,7;1;1;n/a;3;98;4,29;4,0;4;4,5;5;2;7;4;5,5;6;5;4,0;3;5;3,0;3;3;6,0;6;3,0;4;2;100;3,95;6,8;7;10;3;9;6;5,8;4,25;4,0;4;3;5;3,3;4;4;2;3,0;4;1;6;1;n/a;6,7;5;6;9;;;2,78;2,88;0,10;â;4,29;4,29;0,00;â;3,91;3,95;0,03;â;;;1;2;1;1;1;3;8,5;6;Aut.;;;3,58;5;Failed;2,88;5;Hard-line autocracy;4,29;4;Very limited;3,95;4;Weak;6,8;2;Substantial;4,25;4;Flawed
Latvia;1;13;8,51;13;8,85;9,5;10;8;10;10;9,8;9;10;10;10;8,5;10;8;7;9;9,5;9;10;7,0;6;6;9;7;14;8,18;8,0;8;9,3;9;10;10;8;8,0;8;8;9,5;10;9;7,5;7;8;7,0;7;8,0;8;8;14;6,71;2,3;2;4;3;2;1;2,;8,08;8,3;9;8;8;6,7;7;7;6;8,0;10;9;7;6;8;9,3;9;9;10;;;8,70;8,85;0,15;â;8,50;8,18;-0,32;â;6,92;6,71;-0,21;â;;;9;10;10;10;10;9;10;0;Dem.;;;8,51;1;Highly advanced;8,85;1;Democracy in consolidation;8,18;1;Highly advanced;6,71;2;Good;2,3;5;Negligible;8,08;1;Excellent
Lebanon;4;45;6,21;54;6,25;6,5;5;8;7;6;6,3;7;4;7;7;6,3;7;7;4;7;6,0;6;6;6,3;5;7;7;6;51;6,18;5,0;5;6,8;6;5;8;8;7,5;8;7;8,0;8;8;5,0;4;6;6,0;6;5,0;4;6;81;4,48;4,8;8;3;7;4;2;4,6;5,07;5,3;5;4;7;3,0;3;4;2;4,6;7;4;3;6;3;7,3;6;9;7;;;6,25;6,25;0,00;â;6,07;6,18;0,11;â;4,53;4,48;-0,06;â;;;7;4;7;7;7;7;5,5;0;Dem.;;;6,21;3;Limited;6,25;2;Defective democracy;6,18;3;Limited;4,48;3;Moderate;4,8;3;Moderate;5,07;3;Fair
