"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 10;  Democracy Status 12;  Trend Democracy;;  Economy Status 10;  Economy Status 12;  Trend Economy;;  Governance Index 10;  Governance Index 12;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Croatia;1;15;8,25;16;8,40;9,3;10;9;8;10;8,8;9;9;10;7;7,8;9;8;6;8;8,5;8;9;7,8;8;8;8;7;14;8,11;8,0;8;8,8;8;8;10;9;8,5;9;8;8,5;9;8;8,0;8;8;7,0;7;8,0;8;8;23;6,39;2,4;2;4;3;1;2;2,5;7,68;7,3;8;7;7;6,3;6;6;7;8,4;10;9;8;7;8;8,7;8;9;9;;;8,50;8,40;-0,10;â;8,11;8,11;0,00;â;6,61;6,39;-0,22;â;;;9;9;10;7;9;8;10;0;Dem.;;;8,25;2;Advanced;8,40;1;Democracy in consolidation;8,11;1;Highly advanced;6,39;2;Good;2,4;5;Negligible;7,68;2;Sound
Cuba;2;106;4,05;112;3,42;9,5;10;9;10;9;1,5;1;1;2;2;2,8;1;2;5;3;1,0;1;1;2,3;1;2;n/a;4;89;4,68;6,0;6;1,8;2;2;2;1;4,5;4;5;2,0;2;2;7,0;6;8;5,0;5;6,5;5;8;104;3,58;4,6;7;7;3;5;1;4,9;4,07;4,0;4;4;4;4,7;4;6;4;2,6;2;1;5;3;2;5,0;5;4;6;;;3,47;3,42;-0,05;â;5,25;4,68;-0,57;è;3,42;3,58;0,16;â;;;1;1;2;2;1;3;9,5;6;Aut.;;;4,05;4;Very limited;3,42;5;Hard-line autocracy;4,68;4;Very limited;3,58;4;Weak;4,6;3;Moderate;4,07;4;Flawed
Czech Republic;1;1;9,61;2;9,65;10,0;10;10;10;10;10,0;10;10;10;10;9,3;10;9;8;10;10,0;10;10;9,0;9;10;9;8;1;9,57;10,0;10;10,0;10;10;10;10;9,5;10;9;10,0;10;10;9,5;10;9;9,0;9;9,0;9;9;19;6,57;1,2;1;2;1;1;1;1,4;8,17;7,3;7;8;7;7,0;7;7;7;9,0;10;10;8;8;9;9,3;9;9;10;;;9,80;9,65;-0,15;â;9,50;9,57;0,07;â;6,95;6,57;-0,37;â;;;10;10;10;10;10;10;10;0;Dem.;;;9,61;1;Highly advanced;9,65;1;Democracy in consolidation;9,57;1;Highly advanced;6,57;2;Good;1,2;5;Negligible;8,17;1;Excellent
Djibouti;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Dominican Republic;2;36;6,66;33;7,40;8,0;9;7;9;7;8,5;8;9;9;8;6,3;7;6;5;7;7,5;7;8;6,8;7;6;8;6;55;5,93;5,0;5;6,5;6;6;7;7;7,0;7;7;6,5;6;7;4,0;4;4;8,0;8;4,5;5;4;34;5,91;4,5;5;5;3;5;5;3,9;6,73;6,7;7;7;6;5,0;6;6;3;6,6;8;9;7;5;4;8,7;9;9;8;;;7,55;7,40;-0,15;â;6,00;5,93;-0,07;â;5,78;5,91;0,13;â;;;8;9;9;8;7;7;8;0;Dem.;;;6,66;3;Limited;7,40;2;Defective democracy;5,93;3;Limited;5,91;2;Good;4,5;3;Moderate;6,73;2;Sound
Ecuador;2;73;5,39;64;5,70;7,5;8;7;9;6;7,0;7;7;8;6;5,0;5;4;4;7;4,5;4;5;4,5;4;4;5;5;80;5,07;4,0;4;5,0;4;4;6;6;6,5;7;6;4,0;4;4;5,0;5;5;6,0;6;5,0;5;5;86;4,37;4,8;6;6;4;5;3;4,8;4,94;4,7;5;5;4;5,0;5;6;4;4,8;4;6;4;5;n/a;5,3;7;4;5;;;5,90;5,70;-0,20;â;5,21;5,07;-0,14;â;4,42;4,37;-0,05;â;;;7;7;8;6;5;7;7;0;Dem.;;;5,39;4;Very limited;5,70;3;Highly defective democracy;5,07;3;Limited;4,37;3;Moderate;4,8;3;Moderate;4,94;4;Flawed
Egypt;4;88;4,76;91;4,08;7,0;8;8;6;6;3,3;3;2;4;4;3,5;3;4;4;3;2,0;2;2;4,7;3;5;n/a;6;67;5,43;3,0;3;6,0;5;6;6;7;7,0;7;7;7,0;7;7;4,0;4;4;7,0;7;4,0;4;4;88;4,23;5,8;6;5;5;7;6;5,8;4,67;4,0;4;4;4;4,7;4;6;4;4,0;5;3;4;4;n/a;6,0;5;6;7;;;4,22;4,08;-0,13;â;5,43;5,43;0,00;â;4,32;4,23;-0,09;â;;;3;2;4;4;3;3;7;4;Aut.;;;4,76;4;Very limited;4,08;4;Moderate autocracy;5,43;3;Limited;4,23;4;Weak;5,8;3;Moderate;4,67;4;Flawed
El Salvador;2;30;7,23;32;7,45;7,8;6;9;10;6;8,3;8;9;8;8;6,3;7;6;6;6;8,0;7;9;7,0;7;7;7;7;30;7,00;4,0;4;9,0;10;7;10;9;9,5;9;10;9,0;8;10;5,5;6;5;7,0;7;5,0;5;5;13;6,79;4,5;6;4;3;6;4;4,;7,73;7,3;7;8;7;6,3;6;8;5;7,6;9;9;7;7;6;9,7;9;10;10;;;7,35;7,45;0,10;â;6,93;7,00;0,07;â;6,30;6,79;0,49;â;;;8;9;8;8;7;6;6;0;Dem.;;;7,23;2;Advanced;7,45;2;Defective democracy;7,00;2;Advanced;6,79;2;Good;4,5;3;Moderate;7,73;2;Sound
Equatorial Guinea;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Eritrea;5;126;1,82;126;2,13;5,8;6;7;7;3;1,0;1;1;1;1;1,3;1;1;2;1;1,0;1;1;1,7;1;1;n/a;3;125;1,50;1,0;1;1,0;1;1;1;1;1,5;1;2;2,0;3;1;2,0;3;1;1,0;1;2,0;2;2;125;1,78;8,8;9;9;7;10;10;7,5;1,83;1,0;1;1;1;3,3;2;5;3;1,0;1;1;1;1;n/a;2,0;2;1;3;;;2,68;2,13;-0,55;è;2,68;1,50;-1,18;ä;2,27;1,78;-0,48;â;;;1;1;1;1;1;1;4,5;6;Aut.;;;1,82;5;Failed;2,13;5;Hard-line autocracy;1,50;5;Rudimentary;1,78;5;Failed;8,8;1;Massive;1,83;5;Poor
Estonia;1;5;9,28;5;9,55;9,5;10;8;10;10;9,8;9;10;10;10;9,8;10;10;9;10;10,0;10;10;8,8;9;8;9;9;5;9,00;8,0;8;10,0;10;10;10;10;9,5;9;10;10,0;10;10;9,0;9;9;8,0;8;8,5;8;9;3;7,41;1,9;2;3;3;1;1;1,4;9,03;9,0;10;9;8;8,7;9;8;9;8,8;10;10;7;9;8;9,7;10;10;9;;;9,60;9,55;-0,05;â;9,07;9,00;-0,07;â;7,33;7,41;0,07;â;;;9;10;10;10;10;10;10;0;Dem.;;;9,28;1;Highly advanced;9,55;1;Democracy in consolidation;9,00;1;Highly advanced;7,41;1;Very good;1,9;5;Negligible;9,03;1;Excellent
Eswatini;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Ethiopia;5;109;3,82;105;3,68;7,3;7;7;8;7;2,8;3;2;3;3;2,8;3;3;3;2;2,0;2;2;3,7;3;3;n/a;5;111;3,96;1,0;1;4,3;4;4;4;5;5,5;6;5;4,0;4;4;3,0;3;3;6,0;6;4,0;3;5;107;3,47;8,3;8;8;8;10;10;6,;3,60;3,7;4;4;3;3,3;4;3;3;2,4;3;2;3;2;2;5,0;6;5;4;;;3,53;3,68;0,15;â;4,11;3,96;-0,14;â;4,16;3,47;-0,70;è;;;3;2;3;3;3;2;7;6;Aut.;;;3,82;5;Failed;3,68;5;Hard-line autocracy;3,96;4;Very limited;3,47;4;Weak;8,3;2;Substantial;3,60;4;Flawed
Gabon;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Gambia;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Georgia;6;57;5,88;57;6,15;6,3;5;6;8;6;7,5;8;9;7;6;6,0;6;6;6;6;6,5;6;7;4,5;4;4;6;4;64;5,61;4,0;4;7,3;6;7;9;7;6,5;6;7;7,0;6;8;4,0;4;4;5,0;5;5,5;6;5;54;5,38;5,5;7;7;6;7;1;4,9;5,98;5,7;5;6;6;6,0;5;7;6;5,6;7;7;5;5;4;6,7;7;7;6;;;6,05;6,15;0,10;â;6,00;5,61;-0,39;â;5,68;5,38;-0,30;â;;;8;9;7;6;6;6;5,5;0;Dem.;;;5,88;3;Limited;6,15;2;Defective democracy;5,61;3;Limited;5,38;3;Moderate;5,5;3;Moderate;5,98;3;Fair
Ghana;3;22;7,39;19;8,25;8,0;8;9;8;7;8,8;8;9;9;9;7,5;8;8;6;8;9,0;9;9;8,0;8;8;9;7;39;6,54;5,0;5;7,3;7;6;8;8;6,5;5;8;7,5;8;7;6,0;5;7;8,0;8;5,5;5;6;15;6,76;5,4;6;5;4;8;6;3,3;7,53;7,7;7;8;8;6,0;5;7;6;7,8;9;9;7;7;7;8,7;9;9;8;;;8,15;8,25;0,10;â;6,50;6,54;0,04;â;6,77;6,76;-0,01;â;;;8;9;9;9;8;8;7,5;0;Dem.;;;7,39;2;Advanced;8,25;1;Democracy in consolidation;6,54;3;Limited;6,76;2;Good;5,4;3;Moderate;7,53;2;Sound
Guatemala;2;74;5,36;67;5,55;6,3;4;6;10;5;6,0;7;5;6;6;5,3;6;5;5;5;5,5;5;6;4,8;4;5;5;5;75;5,18;3,0;3;5,8;4;4;9;6;7,0;7;7;5,5;5;6;4,0;4;4;7,0;7;4,0;4;4;56;5,37;6,5;7;6;6;7;8;5,3;5,82;5,3;6;4;6;4,7;4;5;5;5,6;6;5;5;6;6;7,7;7;8;8;;;5,85;5,55;-0,30;â;5,25;5,18;-0,07;â;5,50;5,37;-0,13;â;;;7;5;6;6;6;5;4,5;0;Dem.;;;5,36;4;Very limited;5,55;3;Highly defective democracy;5,18;3;Limited;5,37;3;Moderate;6,5;2;Substantial;5,82;3;Fair
Guinea;3;93;4,55;65;5,63;7,3;8;9;8;4;6,3;6;6;7;6;4,0;4;4;4;4;5,0;5;5;5,7;5;6;n/a;6;119;3,46;1,0;1;4,3;3;4;5;5;5,5;6;5;4,5;4;5;3,5;3;4;3,0;3;2,5;3;2;66;4,98;7,6;8;6;6;10;10;5,4;5,27;5,0;5;5;5;4,7;5;5;4;5,4;6;5;4;5;7;6,0;6;6;6;;;3,55;5,63;2,08;ã;3,29;3,46;0,18;â;2,14;4,98;2,85;ã;;;6;6;7;6;4;4;6;0;Dem.;;;4,55;4;Very limited;5,63;3;Highly defective democracy;3,46;4;Very limited;4,98;3;Moderate;7,6;2;Substantial;5,27;3;Fair
Guinea-Bissau;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Haiti;2;118;3,40;106;3,67;4,8;2;7;9;1;4,5;4;2;7;5;3,8;4;3;3;5;2,0;2;2;3,3;3;3;n/a;4;121;3,14;1,0;1;4,0;3;3;6;4;5,5;6;5;4,5;4;5;3,0;3;3;2,0;2;2,0;3;1;109;3,37;8,3;10;8;7;9;9;6,8;3,50;2,3;3;2;2;3,0;3;3;3;4,0;5;4;4;4;3;4,7;4;4;6;;;5,05;3,67;-1,38;ä;3,89;3,14;-0,75;è;4,75;3,37;-1,38;ä;;;4;2;7;5;4;5;1,5;3;Aut.;;;3,40;5;Failed;3,67;5;Hard-line autocracy;3,14;4;Very limited;3,37;4;Weak;8,3;2;Substantial;3,50;4;Flawed
Honduras;2;53;5,97;49;6,40;7,5;6;9;9;6;6,8;7;6;7;7;5,8;6;6;5;6;6,0;6;6;6,0;6;6;6;6;66;5,54;3,0;3;6,8;5;7;8;7;8,0;8;8;6,5;6;7;4,0;4;4;7,0;7;3,5;4;3;51;5,42;5,9;7;5;5;8;6;4,4;5,97;6,0;7;6;5;4,7;5;6;3;6,2;7;6;6;6;6;7,0;8;6;7;;;6,55;6,40;-0,15;â;5,21;5,54;0,32;â;5,01;5,42;0,41;â;;;7;6;7;7;6;6;6;0;Dem.;;;5,97;3;Limited;6,40;2;Defective democracy;5,54;3;Limited;5,42;3;Moderate;5,9;3;Moderate;5,97;3;Fair
Hungary;1;12;8,48;17;8,35;9,8;10;10;9;10;9,0;9;10;9;8;7,8;7;8;8;8;7,5;7;8;7,8;9;7;8;7;11;8,61;9,0;9;9,8;9;10;10;10;7,5;9;6;9,5;9;10;8,5;9;8;8,0;8;8,0;8;8;48;5,47;1,7;1;2;3;1;1;2,3;6,70;6,3;7;6;6;6,3;6;6;7;6,8;8;8;6;7;5;7,3;7;7;8;;;9,25;8,35;-0,90;è;8,75;8,61;-0,14;â;6,51;5,47;-1,05;ä;;;9;10;9;8;7;8;10;0;Dem.;;;8,48;2;Advanced;8,35;1;Democracy in consolidation;8,61;1;Highly advanced;5,47;3;Moderate;1,7;5;Negligible;6,70;2;Sound
India;7;24;7,37;21;8,20;8,3;8;8;9;8;9,5;9;10;10;9;7,5;9;8;6;7;8,5;8;9;7,3;7;7;9;6;39;6,54;4,0;4;6,8;6;6;7;8;8,0;9;7;7,0;8;6;4,5;5;4;10,0;10;5,5;5;6;16;6,67;5,7;6;4;5;8;8;3,1;7,38;7,0;7;7;7;6,0;6;7;5;8,5;9;9;8;8;n/a;8,0;7;9;8;;;8,20;8,20;0,00;â;6,46;6,54;0,07;â;6,62;6,67;0,04;â;;;9;10;10;9;9;7;8;0;Dem.;;;7,37;2;Advanced;8,20;1;Democracy in consolidation;6,54;3;Limited;6,67;2;Good;5,7;3;Moderate;7,38;2;Sound
Indonesia;7;37;6,53;39;6,85;6,8;7;7;6;7;7,5;9;7;7;7;6,3;9;5;4;7;7,0;7;7;6,8;6;7;7;7;49;6,21;6,0;6;6,5;6;5;7;8;8,5;8;9;6,0;6;6;5,0;5;5;7,0;7;4,5;4;5;38;5,77;5,9;6;6;6;7;6;4,5;6,35;6,0;6;5;7;5,0;5;6;4;6,4;7;7;7;6;5;8,0;7;9;8;;;7,00;6,85;-0,15;â;5,79;6,21;0,43;â;5,87;5,77;-0,10;â;;;9;7;7;7;9;7;7;0;Dem.;;;6,53;3;Limited;6,85;2;Defective democracy;6,21;3;Limited;5,77;2;Good;5,9;3;Moderate;6,35;2;Sound
Iran;4;113;3,64;114;3,25;6,0;8;8;1;7;2,5;3;2;3;2;2,8;4;2;3;2;2,0;2;2;3,0;3;3;n/a;3;107;4,04;5,0;5;2,8;3;2;3;3;3,5;3;4;3,5;4;3;4,0;5;3;5,0;5;4,5;4;5;121;2,16;5,4;6;7;4;5;4;6,6;2,40;2,7;3;2;3;2,3;2;3;2;2,6;3;2;3;2;3;2,0;1;1;4;;;3,45;3,25;-0,20;â;3,86;4,04;0,18;â;2,33;2,16;-0,17;â;;;3;2;3;2;4;2;7,5;5;Aut.;;;3,64;5;Failed;3,25;5;Hard-line autocracy;4,04;4;Very limited;2,16;5;Failed;5,4;3;Moderate;2,40;5;Poor
Iraq;4;104;4,22;85;4,40;4,5;4;5;5;4;5,8;7;4;7;5;4,3;6;5;2;4;4,5;4;5;3,0;3;3;n/a;3;107;4,04;3,0;3;4,3;4;3;6;4;6,5;7;6;4,0;4;4;3,0;3;3;5,0;5;2,5;2;3;94;4,07;7,3;9;8;8;5;7;6,6;4,33;3,7;3;3;5;3,0;3;3;3;4,0;6;5;3;3;3;6,7;7;6;7;;;4,22;4,40;0,18;â;3,68;4,04;0,36;â;3,97;4,07;0,10;â;;;7;4;7;5;6;4;4;0;Dem.;;;4,22;4;Very limited;4,40;3;Highly defective democracy;4,04;4;Very limited;4,07;4;Weak;7,3;2;Substantial;4,33;4;Flawed
Jamaica;2;28;7,27;19;8,25;9,0;8;10;10;8;9,5;9;9;10;10;7,3;8;9;5;7;8,5;8;9;7,0;9;6;7;6;46;6,29;6,0;6;7,0;6;5;8;9;7,5;8;7;8,0;8;8;5,5;5;6;5,0;5;5,0;5;5;42;5,69;3,3;4;2;3;5;3;2,9;6,69;6,3;6;7;6;4,3;4;5;4;7,8;9;9;7;6;n/a;8,3;8;8;9;;;8,25;8,25;0,00;â;6,64;6,29;-0,36;â;5,65;5,69;0,05;â;;;9;9;10;10;8;7;8;0;Dem.;;;7,27;2;Advanced;8,25;1;Democracy in consolidation;6,29;3;Limited;5,69;2;Good;3,3;4;Minor;6,69;2;Sound
Jordan;4;80;5,03;97;3,92;6,5;7;6;6;7;3,8;4;2;5;4;4,0;3;4;4;5;2,0;2;2;3,3;2;4;n/a;4;51;6,14;4,0;4;7,0;5;6;8;9;8,5;9;8;8,0;8;8;5,0;5;5;6,0;6;4,5;4;5;84;4,43;5,3;6;6;5;6;3;5,8;4,95;4,0;4;4;4;5,3;6;5;5;3,8;5;4;4;3;3;6,7;6;6;8;;;4,02;3,92;-0,10;â;6,29;6,14;-0,14;â;4,44;4,43;-0,01;â;;;4;2;5;4;3;5;7;3;Aut.;;;5,03;4;Very limited;3,92;5;Hard-line autocracy;6,14;3;Limited;4,43;3;Moderate;5,3;3;Moderate;4,95;4;Flawed
Kazakhstan;6;79;5,13;95;4,00;8,5;9;8;9;8;3,3;3;2;4;4;3,3;2;4;3;4;2,0;2;2;3,0;2;4;n/a;3;48;6,25;5,0;5;6,8;6;6;7;8;7,5;7;8;6,0;6;6;6,0;6;6;7,0;7;5,5;5;6;73;4,71;4,0;5;7;2;4;1;5,1;5,43;5,0;5;5;5;5,3;5;7;4;4,4;6;3;6;3;4;7,0;6;7;8;;;4,17;4,00;-0,17;â;6,32;6,25;-0,07;â;4,72;4,71;-0,01;â;;;3;2;4;4;2;4;8,5;3;Aut.;;;5,13;4;Very limited;4,00;4;Moderate autocracy;6,25;3;Limited;4,71;3;Moderate;4,0;4;Minor;5,43;3;Fair
Kenya;5;67;5,57;52;6,35;7,0;6;8;8;6;6,8;6;6;7;8;5,5;6;5;4;7;6,5;6;7;6,0;4;6;8;6;87;4,79;2,0;2;6,0;5;5;7;7;7,0;8;6;5,0;4;6;3,0;3;3;6,0;6;4,5;4;5;80;4,51;6,1;7;4;6;9;6;4,8;4,93;5,3;5;6;5;3,3;3;3;4;5,4;6;6;5;5;5;5,7;6;4;7;;;5,85;6,35;0,50;æ;4,25;4,79;0,54;æ;4,24;4,51;0,27;â;;;6;6;7;8;6;7;6;0;Dem.;;;5,57;3;Limited;6,35;2;Defective democracy;4,79;4;Very limited;4,51;3;Moderate;6,1;3;Moderate;4,93;4;Flawed
Kosovo;1;41;6,28;43;6,70;7,8;7;7;9;8;7,5;7;8;9;6;5,5;6;5;5;6;6,5;6;7;6,3;7;6;7;5;58;5,86;5,0;5;7,0;5;7;9;7;6,5;8;5;7,0;7;7;5,5;5;6;5,0;5;5,0;5;5;59;5,28;4,7;6;4;5;6;3;4,4;5,98;5,7;6;6;5;4,7;4;6;4;6,6;9;7;6;6;5;7,0;7;6;8;;;6,95;6,70;-0,25;â;6,00;5,86;-0,14;â;5,33;5,28;-0,05;â;;;7;8;9;6;6;6;7,5;0;Dem.;;;6,28;3;Limited;6,70;2;Defective democracy;5,86;3;Limited;5,28;3;Moderate;4,7;3;Moderate;5,98;3;Fair
Kuwait;4;52;6,05;77;4,95;8,0;10;8;6;8;4,5;4;2;6;6;5,3;5;4;5;7;3,0;3;3;4,0;2;6;n/a;4;27;7,14;8,0;8;7,0;7;5;8;8;8,0;8;8;7,5;8;7;7,0;8;6;8,0;8;4,5;3;6;85;4,38;4,2;3;8;4;1;5;4,4;5,02;4,3;5;3;5;4,3;6;4;3;4,8;7;3;5;4;n/a;6,7;5;6;9;;;4,68;4,95;0,27;â;7,14;7,14;0,00;â;4,30;4,38;0,07;â;;;4;2;6;6;5;7;9;2;Aut.;;;6,05;3;Limited;4,95;4;Moderate autocracy;7,14;2;Advanced;4,38;3;Moderate;4,2;4;Minor;5,02;3;Fair
Kyrgyzstan;6;76;5,32;68;5,43;7,3;6;8;10;5;6,0;6;4;7;7;4,3;5;3;3;6;5,0;4;6;4,7;4;5;n/a;5;73;5,21;4,0;4;6,5;5;6;9;6;7,0;7;7;6,0;5;7;5,0;5;5;4,0;4;4,0;4;4;70;4,85;6,0;7;6;6;9;3;5,3;5,32;4,7;5;4;5;4,0;4;5;3;5,6;7;5;5;7;4;7,0;7;6;8;;;4,35;5,43;1,08;ã;5,54;5,21;-0,32;â;4,17;4,85;0,68;æ;;;6;4;7;7;5;6;5,5;0;Dem.;;;5,32;4;Very limited;5,43;3;Highly defective democracy;5,21;3;Limited;4,85;3;Moderate;6,0;3;Moderate;5,32;3;Fair
Laos;7;112;3,65;121;2,83;8,5;9;8;10;7;1,0;1;1;1;1;2,0;1;1;3;3;1,0;1;1;1,7;1;1;n/a;3;95;4,46;4,0;4;4,8;5;2;7;5;6,0;7;5;4,0;3;5;3,5;3;4;6,0;6;3,0;4;2;100;3,79;7,1;7;10;3;9;8;5,8;4,05;3,3;3;3;4;3,0;4;3;2;3,2;4;1;6;2;3;6,7;5;6;9;;;2,88;2,83;-0,05;â;4,29;4,46;0,18;â;3,95;3,79;-0,16;â;;;1;1;1;1;1;3;8;6;Aut.;;;3,65;5;Failed;2,83;5;Hard-line autocracy;4,46;4;Very limited;3,79;4;Weak;7,1;2;Substantial;4,05;4;Flawed
Latvia;1;13;8,31;11;8,80;9,5;10;8;10;10;9,5;9;10;10;9;8,5;10;8;7;9;9,5;9;10;7,0;7;6;8;7;18;7,82;7,0;7;9,3;9;10;10;8;7,5;8;7;9,5;10;9;7,5;7;8;6,0;6;8,0;8;8;11;6,81;2,2;2;4;3;1;1;2,;8,25;8,7;9;9;8;6,7;7;7;6;8,0;10;9;7;6;8;9,7;9;10;10;;;8,85;8,80;-0,05;â;8,18;7,82;-0,36;â;6,71;6,81;0,11;â;;;9;10;10;9;10;9;10;0;Dem.;;;8,31;2;Advanced;8,80;1;Democracy in consolidation;7,82;2;Advanced;6,81;2;Good;2,2;5;Negligible;8,25;1;Excellent
Lebanon;4;43;6,24;57;6,15;6,3;4;8;7;6;6,5;7;4;8;7;5,8;6;6;4;7;6,0;6;6;6,3;5;7;7;6;45;6,32;5,0;5;7,3;6;5;9;9;7,5;9;6;8,0;8;8;5,0;4;6;7,0;7;4,5;4;5;90;4,19;5,0;8;3;7;4;3;5,;4,72;4,7;5;3;6;3,0;3;4;2;4,2;7;3;2;6;3;7,0;6;8;7;;;6,25;6,15;-0,10;â;6,18;6,32;0,14;â;4,48;4,19;-0,29;â;;;7;4;8;7;6;7;5;0;Dem.;;;6,24;3;Limited;6,15;2;Defective democracy;6,32;3;Limited;4,19;4;Weak;5,0;3;Moderate;4,72;4;Flawed
