"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 16;  Democracy Status 18;  Trend Democracy;;  Economy Status 16;  Economy Status 18;  Trend Economy;;  Governance Index 16;  Governance Index 18;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Croatia;1;14;8,07;14;8,35;9,3;10;9;8;10;8,8;9;9;10;7;8,0;9;8;7;8;8,5;8;9;7,3;7;8;7;7;18;7,79;7,0;7;9,0;8;9;10;9;8,0;9;7;8,0;9;7;8,0;8;8;7,0;7;7,5;7;8;21;6,07;2,1;2;4;2;1;1;2,4;7,37;7,0;7;7;7;6,7;7;6;7;7,8;9;8;8;7;7;8,0;8;8;8;;;8,40;8,35;-0,05;�;7,46;7,79;0,32;�;6,39;6,07;-0,33;�;;;9;9;10;7;9;8;10;0;Dem.;;;8,07;2;Advanced;8,35;1;Democracy in consolidation;7,79;2;Advanced;6,07;2;Good;2,1;5;Negligible;7,37;2;Sound
Cuba;2;101;4,02;102;3,58;9,3;10;9;10;8;1,8;1;1;2;3;3,3;2;2;5;4;1,0;1;1;2,7;1;3;n/a;4;95;4,46;6,0;6;2,3;3;2;3;1;4,5;4;5;2,5;3;2;6,0;6;6;4,0;4;6,0;5;7;94;3,93;4,1;6;7;2;4;1;4,8;4,52;3,7;4;3;4;4,7;4;5;5;3,4;3;1;6;3;4;6,3;6;6;7;;;3,68;3,58;-0,10;�;4,61;4,46;-0,14;�;4,12;3,93;-0,19;�;;;1;1;2;3;2;4;9;5;Aut.;;;4,02;4;Very limited;3,58;5;Hard-line autocracy;4,46;4;Very limited;3,93;4;Weak;4,1;4;Minor;4,52;4;Flawed
Czech Republic;1;1;9,52;5;9,40;10,0;10;10;10;10;10,0;10;10;10;10;9,3;10;9;8;10;9,0;9;9;8,8;8;10;9;8;1;9,64;10,0;10;10,0;10;10;10;10;10,0;10;10;10,0;10;10;9,5;10;9;9,0;9;9,0;9;9;7;7,03;1,1;1;1;1;1;1;1,4;8,77;8,0;8;8;8;8,0;9;7;8;9,4;10;10;8;10;9;9,7;10;9;10;;;9,45;9,40;-0,05;�;9,36;9,64;0,29;�;6,85;7,03;0,17;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,52;1;Highly advanced;9,40;1;Democracy in consolidation;9,64;1;Highly advanced;7,03;1;Very good;1,1;5;Negligible;8,77;1;Excellent
Djibouti;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Dominican Republic;2;40;6,44;35;6,95;8,0;9;7;9;7;8,0;7;8;9;8;5,3;6;5;4;6;7,0;7;7;6,5;6;6;8;6;55;5,93;5,0;5;6,5;6;6;7;7;7,5;8;7;6,5;6;7;4,5;5;4;7,0;7;4,5;4;5;44;5,57;4,1;5;5;3;4;3;4,4;6,42;6,3;6;6;7;5,0;6;6;3;7,0;7;9;7;5;n/a;7,3;8;7;7;;;7,10;6,95;-0,15;�;5,79;5,93;0,14;�;5,69;5,57;-0,12;�;;;7;8;9;8;6;6;8;0;Dem.;;;6,44;3;Limited;6,95;2;Defective democracy;5,93;3;Limited;5,57;3;Moderate;4,1;4;Minor;6,42;2;Sound
Ecuador;2;58;5,72;63;5,90;8,3;9;8;9;7;6,5;6;9;6;5;4,8;4;4;5;6;5,5;6;5;4,5;4;4;5;5;67;5,54;5,0;5;5,8;4;5;7;7;6,5;7;6;5,0;5;5;5,5;5;6;6,0;6;5,0;5;5;65;4,99;4,8;6;6;4;5;3;4,5;5,65;5,7;6;6;5;5,0;5;6;4;5,3;5;7;5;4;n/a;6,7;7;6;7;;;5,45;5,90;0,45;�;5,64;5,54;-0,11;�;4,48;4,99;0,51;�;;;6;9;6;5;4;6;8;0;Dem.;;;5,72;3;Limited;5,90;3;Highly defective democracy;5,54;3;Limited;4,99;3;Moderate;4,8;3;Moderate;5,65;3;Fair
Egypt;4;96;4,28;98;3,70;6,3;6;7;6;6;2,8;3;2;3;3;3,5;3;4;4;3;2,0;2;2;4,0;3;4;n/a;5;83;4,86;3,0;3;6,0;4;6;7;7;6,0;6;6;6,5;7;6;3,5;3;4;5,0;5;4,0;4;4;93;3,96;5,7;7;4;7;6;4;6,1;4,38;4,0;4;4;4;4,3;4;5;4;3,2;5;2;3;3;3;6,0;5;5;8;;;3,93;3,70;-0,23;�;4,86;4,86;0,00;�;4,44;3,96;-0,47;�;;;3;2;3;3;3;3;6;6;Aut.;;;4,28;4;Very limited;3,70;5;Hard-line autocracy;4,86;4;Very limited;3,96;4;Weak;5,7;3;Moderate;4,38;4;Flawed
El Salvador;2;28;6,88;29;7,30;7,8;6;9;10;6;8,5;9;9;8;8;6,0;7;6;6;5;8,0;7;9;6,3;7;7;6;5;36;6,46;4,0;4;8,3;7;7;10;9;8,0;9;7;8,5;8;9;5,5;6;5;6,0;6;5,0;5;5;14;6,57;5,0;7;5;4;6;4;4,1;7,38;6,7;7;7;6;6,3;6;8;5;7,2;8;9;7;7;5;9,3;9;9;10;;;7,30;7,30;0,00;�;6,50;6,46;-0,04;�;6,79;6,57;-0,22;�;;;9;9;8;8;7;5;6;0;Dem.;;;6,88;3;Limited;7,30;2;Defective democracy;6,46;3;Limited;6,57;2;Good;5,0;3;Moderate;7,38;2;Sound
Equatorial Guinea;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Eritrea;5;126;1,84;126;2,12;6,0;7;7;7;3;1,0;1;1;1;1;1,3;1;1;2;1;1,0;1;1;1,3;1;1;n/a;2;127;1,57;1,0;1;1,0;1;1;1;1;2,5;2;3;2,0;3;1;1,5;2;1;1,0;1;2,0;2;2;128;1,13;8,4;9;9;5;10;10;7,4;1,17;1,0;1;1;1;1,3;1;2;1;1,0;1;1;1;1;n/a;1,3;1;1;2;;;2,07;2,12;0,05;�;1,36;1,57;0,21;�;1,13;1,13;-0,01;�;;;1;1;1;1;1;1;5;6;Aut.;;;1,84;5;Failed;2,12;5;Hard-line autocracy;1,57;5;Rudimentary;1,13;5;Failed;8,4;2;Substantial;1,17;5;Poor
Estonia;1;1;9,52;2;9,75;9,5;10;8;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,3;9;9;10;9;2;9,29;8,0;8;10,0;10;10;10;10;10,0;10;10;10,0;10;10;9,0;9;9;9,0;9;9,0;9;9;1;7,44;1,7;2;2;3;1;1;1,3;9,12;9,0;9;9;9;8,7;9;8;9;8,8;10;10;7;9;8;10,0;10;10;10;;;9,70;9,75;0,05;�;9,29;9,29;0,00;�;7,40;7,44;0,04;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,52;1;Highly advanced;9,75;1;Democracy in consolidation;9,29;1;Highly advanced;7,44;1;Very good;1,7;5;Negligible;9,12;1;Excellent
Eswatini;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Ethiopia;5;113;3,33;114;3,02;6,0;7;5;6;6;2,0;2;2;2;2;2,8;2;3;4;2;2,0;2;2;2,3;2;2;n/a;3;109;3,64;2,0;2;3,5;3;3;4;4;4,5;4;5;3,5;3;4;3,0;4;2;6,0;6;3,0;2;4;100;3,65;8,3;8;8;8;9;10;6,6;3,80;4,0;4;4;4;3,0;3;4;2;2,2;3;2;2;2;2;6,0;7;6;5;;;3,23;3,02;-0,22;�;3,86;3,64;-0,21;�;3,49;3,65;0,16;�;;;2;2;2;2;2;2;6,5;6;Aut.;;;3,33;5;Failed;3,02;5;Hard-line autocracy;3,64;4;Very limited;3,65;4;Weak;8,3;2;Substantial;3,80;4;Flawed
Gabon;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Gambia;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Georgia;6;42;6,42;37;6,80;6,5;5;6;8;7;8,5;9;8;9;8;6,5;6;7;6;7;7,5;7;8;5,0;5;5;6;4;47;6,04;4,0;4;7,3;7;6;9;7;7,5;8;7;6,5;6;7;5,5;6;5;6,0;6;5,5;5;6;33;5,87;4,8;7;6;5;5;1;4,5;6,65;6,0;6;6;6;6,7;6;7;7;6,6;7;8;6;7;5;7,3;7;7;8;;;6,70;6,80;0,10;�;5,93;6,04;0,11;�;5,72;5,87;0,16;�;;;9;8;9;8;6;7;6;0;Dem.;;;6,42;3;Limited;6,80;2;Defective democracy;6,04;3;Limited;5,87;2;Good;4,8;3;Moderate;6,65;2;Sound
Ghana;3;32;6,75;20;7,90;7,8;9;9;7;6;8,5;8;9;9;8;7,0;8;8;5;7;8,5;9;8;7,8;8;8;8;7;64;5,61;4,0;4;6,3;5;5;7;8;5,5;5;6;7,5;8;7;5,0;4;6;6,0;6;5,0;5;5;19;6,18;5,1;6;4;4;8;5;3,6;6,94;6,0;6;6;6;5,7;5;7;5;7,8;8;9;7;7;n/a;8,3;8;9;8;;;7,90;7,90;0,00;�;5,86;5,61;-0,25;�;6,41;6,18;-0,23;�;;;8;9;9;8;8;7;7,5;0;Dem.;;;6,75;3;Limited;7,90;2;Defective democracy;5,61;3;Limited;6,18;2;Good;5,1;3;Moderate;6,94;2;Sound
Guatemala;2;80;5,08;74;5,05;6,0;4;6;10;4;5,3;6;4;5;6;4,8;5;5;5;4;5,0;5;5;4,3;4;5;4;4;77;5,11;3,0;3;5,8;4;4;9;6;7,0;7;7;5,5;5;6;4,0;4;4;7,0;7;3,5;3;4;77;4,52;6,1;7;6;6;6;6;5,6;4,95;4,3;5;4;4;4,0;4;4;4;4,8;6;4;4;5;5;6,7;6;6;8;;;5,15;5,05;-0,10;�;5,11;5,11;0,00;�;4,62;4,52;-0,09;�;;;6;4;5;6;5;4;4;0;Dem.;;;5,08;4;Very limited;5,05;3;Highly defective democracy;5,11;3;Limited;4,52;3;Moderate;6,1;3;Moderate;4,95;4;Flawed
Guinea;3;71;5,28;60;6,05;7,8;8;9;9;5;6,3;6;7;6;6;5,0;5;6;4;5;5,0;5;5;6,3;6;6;7;6;93;4,50;1,0;1;5,0;4;5;6;5;6,5;6;7;6,0;5;7;4,5;4;5;5,0;5;3,5;5;2;38;5,82;7,3;8;6;6;10;9;4,6;6,20;6,3;7;6;6;5,3;5;6;5;5,8;6;7;5;6;5;7,3;7;7;8;;;5,80;6,05;0,25;�;4,36;4,50;0,14;�;5,83;5,82;-0,01;�;;;6;7;6;6;5;5;6,5;0;Dem.;;;5,28;4;Very limited;6,05;2;Defective democracy;4,50;4;Very limited;5,82;2;Good;7,3;2;Substantial;6,20;2;Sound
Guinea-Bissau;3;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Haiti;2;109;3,50;88;4,10;5,5;4;7;9;2;6,0;6;4;7;7;3,0;3;3;2;4;3,0;3;3;3,0;3;3;n/a;3;118;2,89;1,0;1;3,8;3;2;6;4;4,0;5;3;4,5;4;5;3,0;3;3;2,0;2;2,0;2;2;110;3,39;7,8;9;8;6;9;8;6,8;3,57;2,7;3;2;3;2,3;3;2;2;4,6;5;5;5;4;4;4,7;4;4;6;;;3,75;4,10;0,35;�;3,18;2,89;-0,29;�;3,44;3,39;-0,05;�;;;6;4;7;7;3;4;3;1;Aut.;;;3,50;5;Failed;4,10;4;Moderate autocracy;2,89;5;Rudimentary;3,39;4;Weak;7,8;2;Substantial;3,57;4;Flawed
Honduras;2;64;5,51;64;5,80;7,5;6;9;9;6;5,8;6;6;6;5;4,8;5;5;5;4;5,5;5;6;5,5;6;6;5;5;75;5,21;3,0;3;6,5;5;6;8;7;7,0;7;7;6,5;6;7;4,0;4;4;6,0;6;3,5;4;3;66;4,98;6,0;7;6;5;7;6;4,9;5,47;5,3;6;5;5;4,3;4;6;3;5,2;6;5;6;5;4;7,0;7;6;8;;;6,55;5,80;-0,75;�;5,32;5,21;-0,11;�;5,56;4,98;-0,58;�;;;6;6;6;5;5;4;6;0;Dem.;;;5,51;3;Limited;5,80;3;Highly defective democracy;5,21;3;Limited;4,98;3;Moderate;6,0;3;Moderate;5,47;3;Fair
Hungary;1;18;7,43;32;7,15;9,3;10;9;8;10;7,5;7;10;7;6;6,0;5;6;6;7;6,5;6;7;6,5;7;6;7;6;19;7,71;8,0;8;8,5;8;8;10;8;7,5;8;7;8,5;9;8;7,5;8;7;8,0;8;6,0;6;6;79;4,44;1,9;1;2;3;1;1;3,4;5,42;5,7;6;6;5;5,3;5;6;5;5,0;7;6;5;4;3;5,7;6;5;6;;;7,60;7,15;-0,45;�;7,79;7,71;-0,07;�;4,67;4,44;-0,22;�;;;7;10;7;6;5;7;10;0;Dem.;;;7,43;2;Advanced;7,15;2;Defective democracy;7,71;2;Advanced;4,44;3;Moderate;1,9;5;Negligible;5,42;3;Fair
India;7;26;6,96;24;7,60;7,3;8;7;7;7;8,0;9;9;7;7;7,0;9;7;6;6;8,5;8;9;7,3;7;7;9;6;40;6,32;4,0;4;6,8;6;7;7;7;7,5;8;7;7,0;7;7;4,5;5;4;9,0;9;5,5;5;6;24;6,02;5,6;6;5;6;8;5;3,9;6,67;7,0;7;7;7;6,0;6;7;5;7,0;9;8;5;7;6;6,7;7;8;5;;;7,75;7,60;-0,15;�;6,18;6,32;0,14;�;6,16;6,02;-0,14;�;;;9;9;7;7;9;6;7,5;0;Dem.;;;6,96;3;Limited;7,60;2;Defective democracy;6,32;3;Limited;6,02;2;Good;5,6;3;Moderate;6,67;2;Sound
Indonesia;7;45;6,25;43;6,50;6,5;7;7;5;7;7,0;8;7;7;6;6,3;9;5;5;6;6,0;6;6;6,8;6;7;7;7;51;6,00;5,0;5;6,5;6;5;6;9;7,5;8;7;6,5;6;7;5,5;6;5;7,0;7;4,0;3;5;48;5,45;5,4;6;6;6;6;4;4,6;6,07;6,0;6;6;6;5,0;5;6;4;5,6;6;6;5;7;4;7,7;7;8;8;;;6,90;6,50;-0,40;�;6,04;6,00;-0,04;�;5,58;5,45;-0,13;�;;;8;7;7;6;9;6;7;0;Dem.;;;6,25;3;Limited;6,50;2;Defective democracy;6,00;3;Limited;5,45;3;Moderate;5,4;3;Moderate;6,07;2;Sound
Iran;4;118;3,15;118;2,92;5,3;7;7;1;6;2,8;4;2;3;2;2,3;3;2;2;2;2,0;2;2;2,3;2;2;n/a;3;113;3,39;3,0;3;2,3;2;2;3;2;4,0;4;4;3,0;3;3;3,0;4;2;5,0;5;3,5;3;4;115;2,85;5,0;5;7;5;4;2;7,3;3,20;3,7;4;3;4;3,3;4;3;3;2,8;3;3;3;2;3;3,0;3;3;3;;;2,97;2,92;-0,05;�;3,00;3,39;0,39;�;2,73;2,85;0,12;�;;;4;2;3;2;3;2;6,5;6;Aut.;;;3,15;5;Failed;2,92;5;Hard-line autocracy;3,39;4;Very limited;2,85;5;Failed;5,0;3;Moderate;3,20;4;Flawed
Iraq;4;107;3,75;100;3,60;3,5;4;4;3;3;4,8;6;4;6;3;3,8;5;4;3;3;3,0;3;3;3,0;4;3;n/a;2;106;3,89;3,0;3;4,3;4;3;6;4;6,5;7;6;4,0;4;4;3,0;4;2;4,0;4;2,5;2;3;80;4,43;7,7;9;9;10;5;6;7,4;4,67;4,0;3;4;5;3,3;3;4;3;5,0;5;5;5;4;6;6,3;7;5;7;;;3,45;3,60;0,15;�;3,61;3,89;0,29;�;4,26;4,43;0,17;�;;;6;4;6;3;5;3;3,5;2;Aut.;;;3,75;5;Failed;3,60;5;Hard-line autocracy;3,89;4;Very limited;4,43;3;Moderate;7,7;2;Substantial;4,67;4;Flawed
Jamaica;2;21;7,31;15;8,30;8,8;8;10;9;8;9,5;9;9;10;10;7,3;8;9;5;7;8,5;8;9;7,5;9;7;7;7;40;6,32;5,0;5;6,8;5;5;8;9;8,0;9;7;8,0;8;8;5,5;5;6;6,0;6;5,0;5;5;35;5,86;3,8;4;4;4;5;3;3,;6,79;6,7;7;7;6;4,7;5;5;4;7,5;8;9;7;6;n/a;8,3;8;8;9;;;8,30;8,30;0,00;�;6,11;6,32;0,21;�;5,99;5,86;-0,13;�;;;9;9;10;10;8;7;8;0;Dem.;;;7,31;2;Advanced;8,30;1;Democracy in consolidation;6,32;3;Limited;5,86;2;Good;3,8;4;Minor;6,79;2;Sound
Jordan;4;72;5,22;84;4,37;6,5;7;6;6;7;4,0;5;2;5;4;4,5;3;5;5;5;2,5;2;3;4,3;3;5;n/a;5;45;6,07;4,0;4;7,0;5;6;8;9;7,5;9;6;7,5;8;7;5,0;5;5;6,0;6;5,5;5;6;70;4,84;5,1;7;6;5;5;2;5,5;5,43;4,3;4;5;4;5,3;6;5;5;4,4;6;4;5;4;3;7,7;7;8;8;;;4,03;4,37;0,33;�;6,14;6,07;-0,07;�;4,74;4,84;0,10;�;;;5;2;5;4;3;5;7;3;Aut.;;;5,22;4;Very limited;4,37;4;Moderate autocracy;6,07;3;Limited;4,84;3;Moderate;5,1;3;Moderate;5,43;3;Fair
Kazakhstan;6;88;4,70;93;3,80;8,5;9;8;9;8;2,5;2;2;3;3;3,0;2;4;3;3;2,0;2;2;3,0;2;3;n/a;4;64;5,61;5,0;5;6,3;6;5;7;7;6,5;6;7;6,0;6;6;5,5;5;6;5,0;5;5,0;4;6;81;4,41;4,0;5;7;4;2;1;5,3;5,08;5,0;5;5;5;4,7;5;6;3;4,0;6;2;6;2;4;6,7;5;7;8;;;3,73;3,80;0,07;�;6,04;5,61;-0,43;�;4,27;4,41;0,14;�;;;2;2;3;3;2;3;8,5;6;Aut.;;;4,70;4;Very limited;3,80;5;Hard-line autocracy;5,61;3;Limited;4,41;3;Moderate;4,0;4;Minor;5,08;3;Fair
Kenya;5;57;5,80;53;6,25;6,8;5;8;8;6;6,5;8;6;5;7;5,5;6;6;4;6;6,5;6;7;6,0;4;6;8;6;72;5,36;3,0;3;6,5;5;6;7;8;7,0;8;6;6,0;5;7;4,5;4;5;6,0;6;4,5;4;5;68;4,92;6,1;7;4;7;8;6;4,9;5,38;6,0;6;6;6;3,7;4;4;3;5,2;7;5;5;5;4;6,7;7;6;7;;;6,25;6,25;0,00;�;5,36;5,36;0,00;�;5,00;4,92;-0,08;�;;;8;6;5;7;6;6;5,5;0;Dem.;;;5,80;3;Limited;6,25;2;Defective democracy;5,36;3;Limited;4,92;3;Moderate;6,1;3;Moderate;5,38;3;Fair
Kosovo;1;49;6,21;45;6,45;7,5;7;7;8;8;7,3;7;7;9;6;5,8;6;6;5;6;6,0;6;6;5,8;7;6;6;4;53;5,96;5,0;5;6,8;5;6;9;7;7,0;8;6;7,0;7;7;5,5;5;6;6,0;6;4,5;4;5;57;5,17;4,6;6;5;5;6;1;4,4;5,88;5,7;6;6;5;4,7;4;6;4;6,2;8;6;6;6;5;7,0;7;6;8;;;6,65;6,45;-0,20;�;6,00;5,96;-0,04;�;5,19;5,17;-0,02;�;;;7;7;9;6;6;6;7,5;0;Dem.;;;6,21;3;Limited;6,45;2;Defective democracy;5,96;3;Limited;5,17;3;Moderate;4,6;3;Moderate;5,88;3;Fair
Kuwait;4;60;5,61;82;4,50;7,3;10;6;5;8;3,8;4;3;4;4;4,5;4;5;4;5;3,0;3;3;4,0;2;6;n/a;4;31;6,71;7,0;7;6,0;6;4;7;7;8,0;8;8;7,5;8;7;6,5;7;6;7,0;7;5,0;4;6;82;4,37;4,0;3;6;5;1;4;5,1;5,04;4,3;5;4;4;4,3;5;4;4;4,5;5;4;5;4;n/a;7,0;6;6;9;;;4,38;4,50;0,12;�;7,32;6,71;-0,61;�;4,29;4,37;0,08;�;;;4;3;4;4;4;5;9;2;Aut.;;;5,61;3;Limited;4,50;4;Moderate autocracy;6,71;3;Limited;4,37;3;Moderate;4,0;4;Minor;5,04;3;Fair
Kyrgyzstan;6;55;5,90;55;6,15;8,0;9;8;9;6;6,5;7;6;7;6;5,3;6;4;5;6;6,0;5;7;5,0;4;5;6;5;63;5,64;4,0;4;6,5;5;6;8;7;7,5;8;7;7,0;6;8;5,0;5;5;6,0;6;3,5;3;4;73;4,73;5,4;7;6;5;8;2;4,4;5,27;5,0;5;4;6;4,3;4;5;4;5,4;7;6;6;5;3;6,3;6;6;7;;;5,95;6,15;0,20;�;5,46;5,64;0,18;�;4,78;4,73;-0,06;�;;;7;6;7;6;6;6;7,5;0;Dem.;;;5,90;3;Limited;6,15;2;Defective democracy;5,64;3;Limited;4,73;3;Moderate;5,4;3;Moderate;5,27;3;Fair
Laos;7;106;3,85;118;2,92;8,3;8;8;10;7;1,0;1;1;1;1;2,0;1;2;2;3;1,0;1;1;2,3;1;1;n/a;5;86;4,79;4,0;4;5,0;5;3;7;5;6,5;7;6;4,0;3;5;4,0;3;5;7,0;7;3,0;3;3;95;3,89;6,5;6;10;3;8;6;5,9;4,22;4,0;4;3;5;3,3;5;3;2;3,2;4;1;6;1;4;6,3;6;5;8;;;2,90;2,92;0,02;�;4,75;4,79;0,04;�;3,68;3,89;0,20;�;;;1;1;1;1;1;3;7,5;6;Aut.;;;3,85;5;Failed;2,92;5;Hard-line autocracy;4,79;4;Very limited;3,89;4;Weak;6,5;2;Substantial;4,22;4;Flawed
Latvia;1;8;8,68;9;8,75;9,5;10;8;10;10;9,0;9;9;10;8;8,3;9;8;7;9;10,0;10;10;7,0;6;7;8;7;8;8,61;7,0;7;9,3;8;10;10;9;9,5;10;9;10,0;10;10;8,0;8;8;8,0;8;8,5;9;8;8;7,00;2,4;2;4;4;1;1;2,1;8,43;8,7;9;9;8;7,0;7;7;7;8,4;10;9;8;7;8;9,7;9;10;10;;;8,75;8,75;0,00;�;8,50;8,61;0,11;�;6,97;7,00;0,03;�;;;9;9;10;8;9;9;10;0;Dem.;;;8,68;1;Highly advanced;8,75;1;Democracy in consolidation;8,61;1;Highly advanced;7,00;1;Very good;2,4;5;Negligible;8,43;1;Excellent
Lebanon;4;74;5,15;77;4,87;5,5;5;7;6;4;5,8;5;3;8;7;4,8;5;5;3;6;3,0;3;3;5,3;5;6;n/a;5;70;5,43;4,0;4;7,0;6;5;8;9;7,0;9;5;7,5;8;7;4,0;4;4;5,0;5;3,5;2;5;101;3,60;5,1;8;3;7;4;3;5,9;4,03;3,3;3;3;4;3,0;3;4;2;3,8;5;3;3;5;3;6,0;5;7;6;;;5,70;4,87;-0,83;�;5,79;5,43;-0,36;�;3,95;3,60;-0,35;�;;;5;3;8;7;5;6;4,5;2;Aut.;;;5,15;4;Very limited;4,87;4;Moderate autocracy;5,43;3;Limited;3,60;4;Weak;5,1;3;Moderate;4,03;4;Flawed
